	visioen/noun	modder/noun	getal/noun	veeleer/adv	haast/adv	vrijheid/noun	gezang/noun	orgasme/noun	stem/noun	lof_trompet/noun	bed/noun	herrie/noun	vorst/noun	optreden/noun	pad/noun	ijl/adj	maar/adv	gewaad/noun	koor/noun	plek/noun	tribunaal/noun	kunst/noun	passage/noun	tegelijk/adj	monument/noun	mandaat/noun	harmonie/noun	naam/noun	stad/noun	uitzicht/noun	piano_spel/noun	zangeres/noun	zij/pron	zo/adv	gave/noun	vrede/noun	meest/adj	moment/noun	sopraan/noun	haven/noun	gewelf/noun	heerlijkheid/noun	melodie/noun	zaak/noun	klink/adj	werkster/noun	sereniteit/noun	ding/noun	symbool/noun	vaderland/noun	boodschap/noun	paradijs/noun	minstens/adv	nul/noun	tip/noun	tafereel/noun	schoonheid/noun	refrein/noun	glimlach/noun	iets/noun	afgezant/noun	blauw/noun	landschap/noun	klank/noun	drank/noun	dressing/noun	dauw/noun	het/det	rust/noun	stil/adj	tuin/noun	kleur/noun	gerecht/noun	hulp/noun	helderheid/noun	koning/noun	geluid/noun	sauna/noun	paradijselijk/adj	vader/noun	tweeling/noun	compliment/noun	perfectie/noun	republiek/noun	licht/noun	gevoel/noun	plezier/noun	missie/noun	voetbal_tempel/noun	staat/noun	rijk/noun	belofte/noun	status/noun	ervaring/noun	menu/noun	gestreken/adj	sfeer/noun	interventie/noun	naar/adj	geschenk/noun	aureool/noun	vuur/noun	vaak/adj	maal/noun	droefheid/noun	ruimte/noun	lichaam/noun	zaligheid/noun	euforie/noun	patent/noun	kroon/noun	iets/adv	geluk/noun	muziek/noun	koor_DIM/noun	komedie/noun	aardappel/noun	bijstand/noun	of/vg
sereniteit/noun	0.8097881	0.8263809	0.90014946	0.6828288	0.7163219	0.70477164	0.67431724	0.9362499	0.8359061	1.0	0.89523983	0.8405303	0.9828224	0.8243938	0.9467457	0.63012016	0.8629335	0.7386178	0.69925654	0.8011748	0.9673957	0.7289237	0.8623206	0.65561485	0.9402311	0.9541875	0.4093017	0.98839134	0.9064384	0.82440627	0.9647563	0.8410177	0.8785903	0.85218626	0.8010381	0.54149294	0.93006104	0.5135577	0.900499	0.95979226	0.8430744	0.9592926	0.60922414	0.6542208	0.8093898	0.97591835	0.0	0.73824704	0.6519648	0.86623085	0.7944069	0.89820063	0.94488746	0.93807214	0.90836596	0.80476606	0.40747213	0.8895788	0.836085	0.81209636	0.9811222	0.6759858	0.8210232	0.6806329	0.8273938	0.9830507	0.99713343	0.8912171	0.33825332	0.68490857	0.8138017	0.62672055	0.8973247	0.98890334	0.4654439	0.9918582	0.764433	0.5260583	0.8025459	0.93353206	0.98799205	0.9717665	0.44913107	0.918634	0.75835097	0.5348691	0.7728278	0.8807	0.7639092	0.8538376	0.9252032	0.70446694	0.84308654	0.84997743	0.88555145	0.9570911	0.56107086	0.8668478	0.69179296	0.82644767	0.87587476	0.89408785	0.84939027	0.91130966	0.67132163	0.7044214	0.66051155	0.818369	0.6747608	0.8824402	0.9842452	0.8044096	0.5454395	0.6323869	0.96962917	0.89655674	0.96677	0.9844666	0.79189146
ding/noun	0.7989619	0.8972419	0.8500347	0.7802799	0.8673313	0.76918066	0.79870546	0.7944747	0.87736475	0.8993197	0.7463336	0.7529318	0.9795429	0.9691128	0.924363	0.862377	0.46701324	0.9234138	0.96483475	0.72994804	1.0	0.7196065	0.8233917	0.57533026	0.9697157	0.93453443	0.79382455	0.9387038	0.924376	0.91542375	0.93171275	0.883372	0.7374077	0.7325504	0.6563761	0.89269704	0.73184884	0.7439625	0.9062964	0.99988294	0.8308052	0.95073193	0.7747561	0.85751253	0.90734845	0.77504325	0.73824704	0.0	0.84533155	0.8673324	0.83239555	0.84249014	0.929639	0.92720205	0.9597922	0.8261743	0.66777253	0.93677473	0.9403403	0.52515954	0.9803014	0.9011014	0.8671591	0.82959783	0.88929564	0.98715794	0.99804723	0.953626	0.7632611	0.76307344	0.9129139	0.85394055	0.94244695	0.9297628	0.796585	0.86597955	0.82382977	0.81165475	0.8518607	0.95274603	0.9535259	0.87488097	0.64842767	0.9793535	0.85241127	0.5698568	0.7215985	0.9281576	0.94741064	0.94840413	0.92224246	0.9156195	0.9118111	0.5270721	0.96295184	0.97035193	0.77225876	0.9321637	0.7001351	0.8251847	0.9176938	0.99656683	0.69242525	0.97137254	0.6541284	0.83823353	0.87468153	0.9685151	0.83664286	0.92061985	0.8826695	0.7431572	0.6889163	0.7656268	0.9900092	0.7933538	0.9630194	0.92746025	0.7938443
symbool/noun	0.74913734	0.8925961	0.6603347	0.6629832	0.65874183	0.43119287	0.8828406	0.9406865	0.89665425	0.66020924	0.9420357	0.9376859	0.6209258	0.9205079	0.8620297	0.77624303	0.8981872	0.8499055	0.8945606	0.81860137	0.84507716	0.64346385	0.8698431	0.71158814	0.6345191	0.9243718	0.55910444	0.8622675	0.70311844	0.7386484	0.9139195	0.8988868	0.7922757	0.8696134	0.72828645	0.48527753	0.8504433	0.8303466	0.9405107	0.9363643	0.79838806	0.8454958	0.7867166	0.9521485	0.8641727	0.9218945	0.6519648	0.84533155	0.0	0.6104535	0.7490084	0.70936906	0.95306677	0.7694173	0.9407556	0.7565143	0.54466796	0.8611419	0.8932143	0.8600987	0.8816321	0.74151933	0.6752187	0.759151	0.9028116	0.94448304	0.95052534	0.6963186	0.7567698	0.7981743	0.7868307	0.7272006	0.876355	0.91844773	0.60306364	0.71857536	0.81850934	0.7613094	0.76337475	0.8678571	0.973721	0.9116331	0.5430937	0.45507646	0.7811723	0.65228343	0.847985	0.82671595	0.8836326	0.58502096	0.5931349	0.814906	0.47849846	0.92183954	0.82946503	0.9075179	0.7797294	0.8735455	0.8200209	0.7242271	0.72110665	0.8911763	0.85156596	0.93072927	0.8106414	0.7104782	0.7388511	0.7376464	0.88960284	0.81988883	0.8787854	0.87233335	0.59747815	0.8189015	0.9336729	0.83257675	0.9088011	0.9452832	0.7758838
vaderland/noun	0.8559754	0.83555675	0.8888264	0.7758235	0.90542275	0.6803136	0.9047514	0.9893489	0.86803013	0.7871142	0.9258253	0.9915311	0.40932852	0.97690105	0.9113632	0.8307523	0.8979072	0.88232946	0.9448911	0.95167047	0.94674015	0.81559336	0.87614256	0.7900555	0.9133839	0.9218565	0.80317783	0.83920956	0.89271283	0.8671591	0.9510954	0.876631	0.8387214	0.9419286	0.7953224	0.732347	0.8806929	0.9095606	0.9589828	0.9669805	0.89095217	0.90919715	0.8098077	0.9964635	0.93851054	0.974481	0.86623085	0.8673324	0.6104535	0.0	0.89705074	0.81224036	0.9647331	0.8696011	0.9792967	0.83373064	0.799469	0.69505936	0.87060934	0.91223156	0.7554082	0.8369523	0.8842598	0.8817922	0.89245015	0.9808938	0.9936556	0.777879	0.93869567	0.94962686	0.9288057	0.79732484	0.9707629	0.96736246	0.8370182	0.4485811	0.87018657	0.94584984	0.85815	0.47984493	0.72030115	0.8651561	0.8698144	0.6168543	0.8922088	0.8136001	0.9183536	0.8627852	0.97343993	0.79117143	0.62845004	0.9237449	0.74740696	0.95376074	0.9583867	0.95691407	0.9012019	0.982545	0.96300024	0.5186125	0.889535	0.9562277	0.8030454	0.913457	0.83454895	0.894603	0.8471291	0.91699827	0.92737603	0.65370524	0.816373	0.96574783	0.8475249	0.85996425	0.95590246	0.86891013	0.96133167	0.9851678	0.79773355
boodschap/noun	0.7615932	0.95665556	0.8799964	0.8887795	0.79466534	0.7009505	0.7588787	0.96113026	0.81513584	0.95093775	0.7464006	0.88604313	0.93117917	0.9733352	0.82920796	0.7714665	0.76164347	0.96472853	0.8397076	0.9260084	0.85479397	0.7561329	0.6084754	0.82567644	0.94208527	0.7877784	0.7213249	0.97863144	0.9795734	0.83537304	0.89190257	0.8913921	0.77418274	0.67025137	0.8498854	0.60702854	0.9381034	0.86122555	0.8884092	0.6083861	0.94911504	0.9816126	0.8130577	0.9080812	0.93353146	0.94502425	0.7944069	0.83239555	0.7490084	0.89705074	0.0	0.8208614	0.9485631	0.97128373	0.9434775	0.8320679	0.7421545	0.79365516	0.93500197	0.8257224	0.9340992	0.91431737	0.7267171	0.6377988	0.90180343	0.9642825	0.9786814	0.92408717	0.8003589	0.87381303	0.91486067	0.8332382	0.9602342	0.9423851	0.78172994	0.98369706	0.67568505	0.9392222	0.8566252	0.9534208	0.96253866	0.6335998	0.761365	0.9218234	0.7104168	0.88033015	0.925269	0.6421703	0.9714517	0.7364285	0.9154562	0.82961833	0.82254356	0.8726998	0.96199363	0.87183964	0.6549143	0.8283163	0.90753984	0.94456434	0.8401237	0.96720487	0.81140184	0.8665058	0.92708415	0.80524707	0.8925787	0.7346802	0.9952072	0.84473443	0.94352204	0.84821093	0.8450604	0.75774515	0.9814036	0.8096186	0.9563683	0.90980965	0.7789086
paradijs/noun	0.4013977	0.9837995	0.77393687	0.8203536	0.7532973	0.6853825	0.81480885	0.9436783	0.912681	0.95196605	0.99174553	0.8732747	0.82030964	0.97674584	0.8833253	0.91709614	0.96452993	0.9775679	0.8813628	0.637921	0.9168992	0.7437804	0.8547614	0.7157701	0.75738513	0.770355	0.88852644	0.96123874	0.749503	0.74400103	0.92757463	0.945709	0.8301901	0.9459183	0.57895625	0.7454403	0.83942866	0.90564567	0.9351795	0.8379173	0.90195763	0.9051845	0.9162226	0.9927768	0.9542294	0.8664346	0.89820063	0.84249014	0.70936906	0.81224036	0.8208614	0.0	0.9930266	0.9788281	0.9620559	0.6725388	0.7050322	0.92486453	0.9667193	0.9423388	0.6835184	0.9047233	0.6945869	0.9316036	0.8589482	1.0	0.94420886	0.71948886	0.8903772	0.8124248	0.631967	0.8868318	0.9616829	0.9748724	0.9093287	0.6869477	0.94166684	0.87390625	0.5183668	0.84749246	0.9595569	0.9702662	0.8796371	0.8294377	0.8510854	0.89821005	0.9258778	0.75299555	0.93044394	0.92536944	0.745229	0.6971734	0.80166	0.864881	0.93379074	0.8936692	0.8080778	0.79879665	0.9375456	0.78535885	0.92033154	0.9389466	0.92529976	0.98491305	0.93684256	0.8798965	0.797488	0.7949853	0.9411547	0.91363853	0.9170681	0.9426937	0.74763393	0.946272	0.99114966	0.7428361	0.94223404	0.9339141	0.87488854
minstens/adv	0.9107822	0.9696224	0.848506	0.9186982	0.78742355	0.9496792	0.9149534	0.97536016	0.9536246	0.9979381	0.75431514	0.9681436	0.96789366	0.97926325	0.80065143	0.91529036	0.8622027	0.96792054	0.935387	0.6881269	0.93706626	0.8606346	0.96559495	0.88628465	0.91039556	0.93863285	0.92580175	0.884799	0.8189191	0.87127644	0.9200683	0.96538216	0.770979	0.7434238	0.9432711	0.9133762	0.79518604	0.99405557	0.9473638	0.8805761	0.99065846	0.99034345	0.9436754	0.8532678	0.8503162	0.9316614	0.94488746	0.929639	0.95306677	0.9647331	0.9485631	0.9930266	0.0	0.7888062	0.7170793	0.8531529	0.8641242	0.84340596	0.9254939	0.9011341	0.9647894	0.95566636	0.85917574	0.89981836	0.8133652	0.8402592	0.9421731	0.8709913	0.8915577	0.73038495	0.82146734	0.8922221	0.8957816	0.9614083	0.8892281	0.96340144	0.9251733	0.8423705	0.9050446	0.96493363	0.72871995	0.8988306	0.95992506	0.9931005	0.8895513	0.9454048	0.9390818	0.92352295	0.94265217	0.9128737	0.92822355	0.86644685	0.98288405	0.89761454	0.8331326	0.9623059	0.91976976	0.94667095	0.93457395	0.9416773	0.9302896	0.8437223	0.81255627	0.6230631	0.9623221	0.9245792	0.8985207	0.990552	0.799886	0.91184103	0.8074441	0.80365634	0.9562863	0.92671686	0.90137714	0.9458909	0.8948454	0.96656495	0.7422549
nul/noun	0.8479653	0.9508394	0.2605967	0.86040795	0.8930942	0.9920079	0.9152916	0.9627239	0.93937963	0.99987185	0.9619488	0.9750009	0.77952087	0.9512079	0.9503009	0.96688056	0.81102115	0.9565349	0.95179784	0.9898144	0.94334257	0.9906884	0.97032887	0.87289536	0.98042786	0.91175604	0.90061295	0.8146534	0.99635637	0.92923653	0.94346994	0.94379073	0.9594518	0.76102185	0.99049723	0.91831756	0.8780395	0.9362446	0.9312271	0.9970566	0.9923872	0.97691727	0.90962195	0.99853987	0.7840905	0.9776203	0.93807214	0.92720205	0.7694173	0.8696011	0.97128373	0.9788281	0.7888062	0.0	0.9225709	0.8787513	0.9651078	0.96669555	0.8934032	0.8091166	0.96696275	0.9097449	0.97283995	0.9820027	0.98642546	0.96367466	0.97508234	0.8972831	0.8519276	0.9548012	0.9942	0.9756113	0.94798625	0.9674804	0.9240807	0.892411	0.95651877	0.9689631	0.9562823	0.9886854	0.9645771	0.81372046	0.9855778	0.92244625	0.9793102	0.89224744	0.9518222	0.90094817	0.96252805	0.93186086	0.89072675	0.975613	0.9308302	0.9230333	0.9594494	0.93052566	0.9676125	0.78920805	0.79068017	0.87496054	0.8840705	0.9635099	0.7888384	0.45910305	0.9784532	0.9125688	0.9519648	0.98440135	0.95593524	0.95148486	0.97701746	0.7642158	0.96227765	0.9496849	0.938101	0.9441008	0.9652639	0.9493939	0.90250826
tip/noun	0.97269374	0.98358476	0.97270113	0.88896894	0.81939924	0.96098113	0.9458973	0.9912115	0.95141083	1.0	0.9655838	0.9484233	0.9295992	0.84582716	0.9656379	0.94421685	0.9347882	0.98533297	0.9190864	0.98404044	0.98261726	0.9591345	0.9431956	0.95197165	0.9723052	0.9500311	0.8345918	0.9753506	0.98468643	0.9603382	0.9817213	0.9871139	0.9311908	0.77123624	0.95969427	0.9443102	0.89291847	0.9463614	0.98872614	0.99135154	1.0	0.9775222	0.9124999	0.7205851	0.93460053	0.98556495	0.90836596	0.9597922	0.9407556	0.9792967	0.9434775	0.9620559	0.7170793	0.9225709	0.0	0.99047387	0.91911954	0.9736171	0.90569377	0.9696248	0.955563	0.96544087	0.9735227	0.90830886	0.72402656	0.35647893	0.9111745	0.8526357	0.94764704	0.9843737	0.8775657	0.8044381	0.39544874	0.99270177	0.8560542	0.9694383	0.96810806	0.8864054	0.95088214	0.97350585	0.9725655	0.7232794	0.91967934	0.9788754	0.944738	0.9086871	0.8932531	0.9138452	0.8962461	0.99897456	0.9745612	0.99183387	0.94165844	0.7825019	0.5372848	0.890521	0.9219289	0.9097603	0.8586277	0.8729812	0.9088185	0.9619362	0.88916814	0.8740366	0.99683404	0.8470949	0.943142	0.90546846	0.97074455	0.9096939	0.9644037	0.70413935	0.9798152	0.9310783	0.99439114	0.98793256	0.46448457	0.9821075	0.70328414
tafereel/noun	0.2606235	0.83753973	0.7308297	0.77999824	0.44750208	0.77465785	0.6693778	0.95383054	0.83900785	0.9998194	0.90356666	0.80966187	0.87164587	0.9331919	0.9231551	0.6946931	0.89242953	0.687027	0.76221156	0.56608427	0.9775914	0.68991905	0.81949174	0.49893582	0.73197395	0.9888343	0.784885	0.90433615	0.70258725	0.6008898	0.95911324	0.9124187	0.89824235	0.73135805	0.7798022	0.8639424	0.7805473	0.8675987	0.8466329	0.9016687	0.81921744	0.7922405	0.808101	0.9614344	0.8099255	0.91824234	0.80476606	0.8261743	0.7565143	0.83373064	0.8320679	0.6725388	0.8531529	0.8787513	0.99047387	0.0	0.549075	0.89965236	0.6620542	0.71501625	0.94401836	0.71667564	0.3837614	0.6061802	0.83264893	0.91982824	0.8845626	0.6522612	0.7120967	0.6252108	0.533121	0.66003585	0.9744787	0.9162064	0.7942189	0.949975	0.6626369	0.89663815	0.3868295	0.9316776	0.71310073	0.8543912	0.8055757	0.9565245	0.6444626	0.75252134	0.82955897	0.98658955	0.9226744	0.7238683	0.69635963	0.5767578	0.83600664	0.77083915	0.96052927	0.8303942	0.55841887	0.82907355	0.73962975	0.82531744	0.8080885	0.8769953	0.82793444	0.80260575	0.8149626	0.81317157	0.74321043	0.962897	0.9586131	0.7474931	0.949807	0.7911757	0.8057888	0.74393564	0.94300264	0.6233963	0.9681444	0.9746628	0.79773855
schoonheid/noun	0.56938255	0.87466836	0.779501	0.497998	0.32161522	0.55770564	0.5439172	0.9072999	0.6252846	0.9106925	0.9373172	0.741202	0.86683184	0.85334516	0.9338836	0.5021943	0.7960004	0.75981265	0.6123363	0.617366	0.9613037	0.47990537	0.60590136	0.33183593	0.6441804	0.9689841	0.35375392	0.93726695	0.7326492	0.66889906	0.7536894	0.7425504	0.7562561	0.76618934	0.57152164	0.5245777	0.67478025	0.56726485	0.74143934	0.921077	0.65583324	0.8361243	0.5200318	0.7424172	0.7304101	0.87263685	0.40747213	0.66777253	0.54466796	0.799469	0.7421545	0.7050322	0.8641242	0.9651078	0.91911954	0.549075	0.0	0.68472445	0.7889645	0.5594944	0.971573	0.6181643	0.55081713	0.47131395	0.78465843	0.95770633	0.9047571	0.67928135	0.44607943	0.5303539	0.64743763	0.42655933	0.90462697	0.9690594	0.35394114	0.837	0.555041	0.7157116	0.5541737	0.84907013	0.81485826	0.9369923	0.3004421	0.8483003	0.52020276	0.37401003	0.68202555	0.9009297	0.8827332	0.7692723	0.8141335	0.7155708	0.7394612	0.80885553	0.8970375	0.7755475	0.35166037	0.85556376	0.68367434	0.79294217	0.82737017	0.80175304	0.6437036	0.8475917	0.60003877	0.50543654	0.44312888	0.7272997	0.6914531	0.82217586	0.79377687	0.72135264	0.4481914	0.4666978	0.8894636	0.79296297	0.96888345	0.9930335	0.7130438
refrein/noun	0.96299845	0.97658324	0.8737012	0.8412464	0.6558597	0.8873423	0.619663	0.9344789	0.51501346	0.99983597	0.98193306	0.6410336	0.8961549	0.76635003	0.92867905	0.46061587	0.82825	0.8991269	0.6418513	0.98558027	0.9503651	0.8512794	0.5508807	0.75952077	0.9768427	0.9411974	0.5228553	0.79047364	0.995415	0.8046403	0.60299385	0.56942165	0.8553908	0.7710751	0.75221777	0.7912595	0.7972144	0.8744811	0.5350731	0.99732894	0.8897516	0.9862099	0.44380355	0.9983449	0.7185242	0.8422384	0.8895788	0.93677473	0.8611419	0.69505936	0.79365516	0.92486453	0.84340596	0.96669555	0.9736171	0.89965236	0.68472445	0.0	0.935902	0.8023969	1.0	0.7229276	0.83818847	0.5577265	0.96310735	0.97006905	0.9946119	0.7769326	0.9102053	0.8126756	0.9200871	0.6903985	0.87650645	0.9818797	0.5706241	0.8987547	0.4734159	0.9881533	0.9627922	0.86828613	0.96274114	0.9807864	0.6797626	0.9612347	0.7886309	0.7050718	0.96491617	0.9264986	0.96581817	0.94801205	0.96307135	0.9454012	0.95189625	0.9941098	0.9180401	0.87050617	0.6556374	0.9707179	0.90712243	0.88357306	0.9082941	0.9468879	0.65452504	0.70297205	0.92702746	0.7361417	0.76151276	0.727384	0.9843433	0.58424646	0.75596017	0.86224645	0.90113395	0.53258	0.60565686	0.9194833	0.9863355	0.97771245	0.7537048
glimlach/noun	0.8242558	0.87414324	0.9413472	0.8098558	0.78355616	0.8077512	0.68366593	0.99393904	0.90204006	1.0	0.98651105	0.8978374	0.8090062	0.89438605	0.9679885	0.85240936	0.8717598	0.5847115	0.78483075	0.9713528	0.985515	0.892903	0.93782556	0.8595396	0.8912007	0.97828436	0.92451936	0.805178	0.87868994	0.9485279	0.9272531	0.867319	0.88556546	0.94022495	0.9579813	0.8844693	0.75323844	0.83036995	0.9123329	0.99154127	0.92098236	0.481099	0.88785136	0.99699056	0.8196032	0.968527	0.836085	0.9403403	0.8932143	0.87060934	0.93500197	0.9667193	0.9254939	0.8934032	0.90569377	0.6620542	0.7889645	0.935902	0.0	0.90474916	1.0	0.8565067	0.7235863	0.8741948	0.8868754	0.9557219	0.9998883	0.8581946	0.90636617	0.8250288	0.9214765	0.86276144	0.99998	0.9867749	0.89423203	0.9154717	0.8774512	0.97517097	0.8489585	0.81593513	0.87218606	0.55969113	0.9204133	0.9248562	0.8423134	0.8300371	0.61260957	0.97440183	0.8937889	0.9233635	0.9411758	0.93448794	0.6868615	0.7932029	0.9296369	0.8347676	0.72768575	0.97486377	0.87690556	0.77471095	0.8255645	0.90960526	0.77330464	0.77871096	0.85817	0.90316457	0.7878665	0.9808184	0.85025984	0.7598008	0.8991195	0.9439841	0.8965616	0.86158025	0.9802102	0.83289075	0.99454767	0.9970301	0.8807712
iets/noun	0.75764424	0.9500471	0.75210196	0.6542014	0.6854215	0.7379811	0.7684696	0.79396725	0.7714148	1.0	0.8301392	0.82492065	0.95599777	0.9559835	0.9688419	0.7674446	0.60233426	0.9433804	0.8955739	0.7274729	1.0	0.6838269	0.80800116	0.5177958	0.9816172	0.9765253	0.73367596	0.97706664	0.8885629	0.8086436	0.8127863	0.8771188	0.7874073	0.7630647	0.8010678	0.9131447	0.72149396	0.65336144	0.8250711	0.99987406	0.8357713	0.9387924	0.73142135	0.98601764	0.8846428	0.85649425	0.81209636	0.52515954	0.8600987	0.91223156	0.8257224	0.9423388	0.9011341	0.8091166	0.9696248	0.71501625	0.5594944	0.8023969	0.90474916	0.0	1.0	0.8216094	0.74844897	0.68491817	0.9105492	0.9442128	0.9701859	0.8315575	0.7993496	0.6777991	0.7718067	0.7349375	0.9362561	0.9093778	0.8103552	0.888967	0.7308704	0.89444524	0.77864265	0.94155055	0.8870271	0.8556575	0.6985496	0.9938819	0.83984727	0.43414927	0.7132046	0.9895607	0.96380836	0.85063183	0.88680744	0.804255	0.94294596	0.6901516	0.9548135	0.94587463	0.55662346	0.9555065	0.64601105	0.90605456	0.8989267	0.9909516	0.56407	0.83481723	0.4359836	0.7504843	0.83949214	0.73448396	0.6762891	0.9841084	0.946117	0.6618541	0.60552275	0.6393625	0.9383611	0.84291965	0.9260143	0.8920864	0.6894609
afgezant/noun	0.79799753	1.0	1.0	0.9815179	0.9874459	0.9681829	0.9952894	0.9717023	0.95335686	1.0	0.99960196	0.9700368	0.7982554	0.9803766	0.904545	1.0	0.95115006	0.9602288	1.0	0.83935684	0.7576909	0.9807333	0.92039406	0.8839012	0.90652436	0.59685755	1.0	0.9956106	0.9017702	0.8629224	0.9851972	1.0	0.8748218	0.9756273	0.81384665	0.7961589	0.91098446	0.98494595	1.0	0.98131686	1.0	0.98275054	1.0	1.0	0.9850372	0.9975017	0.9811222	0.9803014	0.8816321	0.7554082	0.9340992	0.6835184	0.9647894	0.96696275	0.955563	0.94401836	0.971573	1.0	1.0	1.0	0.0	1.0	0.9299313	1.0	0.98435235	1.0	1.0	0.8332139	0.9616151	0.964192	0.83656347	1.0	1.0	1.0	0.9530698	0.75186646	0.999719	0.9720461	0.95953685	0.8466888	1.0	1.0	1.0	0.8630364	0.98271465	0.96376246	0.9924084	0.4906106	0.94390523	1.0	0.7187518	0.81298065	0.84741825	0.9557186	1.0	1.0	0.97139186	0.8764678	0.90297616	0.7442628	0.97980815	1.0	0.96549034	0.96978164	0.9020887	0.9547328	0.9610029	1.0	0.99971366	0.9995899	0.8090432	1.0	0.9434848	0.9987399	1.0	0.9664354	1.0	1.0	0.95058745
blauw/noun	0.89502543	0.7095832	0.7739744	0.8067649	0.7512973	0.91934896	0.64981806	0.951851	0.84683824	0.9904104	0.8229495	0.80082214	0.87497765	0.93577695	0.92698425	0.6851932	0.8517029	0.49878907	0.77130795	0.8958544	0.98854005	0.83739686	0.84302074	0.7324743	0.8778051	0.98050356	0.60269076	0.9597167	0.9219819	0.7628227	0.84678596	0.8456454	0.8726095	0.9163541	0.92356765	0.8099294	0.8742132	0.88300383	0.7847166	0.9342064	0.87082964	0.9252418	0.7688969	0.76006407	0.80309	0.8850385	0.6759858	0.9011014	0.74151933	0.8369523	0.91431737	0.9047233	0.95566636	0.9097449	0.96544087	0.71667564	0.6181643	0.7229276	0.8565067	0.8216094	1.0	0.0	0.66784465	0.6746623	0.96689916	0.83029014	0.84593546	0.8257002	0.74091303	0.7606701	0.7642725	0.34669095	0.9005909	0.9606203	0.5771061	0.93058664	0.6680523	0.75121677	0.83602566	0.87547773	0.9873699	0.9541262	0.68805265	0.96049726	0.6046227	0.6966119	0.90731704	0.983198	0.8465835	0.9736548	0.9379948	0.7976457	0.9579657	0.94527984	0.9246073	0.8794341	0.54835653	0.95913404	0.7965766	0.8899119	0.9475794	0.92970467	0.7967299	0.85675526	0.8731176	0.7121	0.64671826	0.7862444	0.87959504	0.943143	0.88106847	0.88886654	0.831674	0.7032805	0.81543887	0.91401017	0.8475468	0.9486241	0.6101837
landschap/noun	0.52164525	0.8929242	0.82433903	0.7557633	0.5174608	0.72626317	0.727196	0.9442374	0.8285239	0.99977386	0.7339903	0.74123704	0.89987105	0.94235873	0.7814821	0.65505266	0.86992574	0.8072934	0.8290736	0.4640324	0.97476554	0.61379516	0.66004455	0.6167525	0.5412172	0.92035645	0.73443174	0.81788135	0.40937942	0.4730934	0.7729141	0.839776	0.8873373	0.75319946	0.82845753	0.7962076	0.75832677	0.81978345	0.8439593	0.6162412	0.69012046	0.66967535	0.78943217	0.9666908	0.8871411	0.9304074	0.8210232	0.8671591	0.6752187	0.8842598	0.7267171	0.6945869	0.85917574	0.97283995	0.9735227	0.3837614	0.55081713	0.83818847	0.7235863	0.74844897	0.9299313	0.66784465	0.0	0.5761908	0.90412307	0.9248462	0.8781836	0.6378782	0.7116932	0.56601715	0.39457572	0.5861124	0.91829175	0.9533762	0.7144693	0.93295556	0.5580562	0.79152495	0.43385345	0.9015718	0.87307644	0.8372628	0.74831903	0.9635946	0.48747635	0.7815934	0.9208878	0.9726593	0.83043957	0.71887827	0.7318462	0.6849483	0.6156724	0.8184201	0.9494284	0.84638274	0.44904315	0.90997946	0.8524348	0.8996665	0.6987263	0.9378693	0.76186585	0.88078076	0.8104116	0.5708854	0.6887903	0.7908101	0.97100466	0.90597045	0.9480088	0.89835554	0.7982787	0.6974199	0.9188045	0.8135473	0.959314	0.98835444	0.69969213
klank/noun	0.6553358	0.74565053	0.8922771	0.749972	0.39386755	0.7629545	0.43590397	0.9343707	0.38298434	0.9825548	0.846653	0.56754994	0.9485067	0.62018085	0.8433007	0.2576726	0.834815	0.7314766	0.43709838	0.8269749	0.996738	0.64561754	0.38870817	0.5760274	0.8577794	0.96836424	0.4355914	0.8777633	0.8630756	0.71857905	0.6067127	0.56715477	0.86466616	0.7232138	0.6968803	0.8222065	0.715498	0.8096286	0.40762138	0.8446575	0.77145565	0.9141379	0.34289807	0.87599194	0.53728914	0.85203636	0.6806329	0.82959783	0.759151	0.8817922	0.6377988	0.9316036	0.89981836	0.9820027	0.90830886	0.6061802	0.47131395	0.5577265	0.8741948	0.68491817	1.0	0.6746623	0.5761908	0.0	0.70393	0.9023114	0.98620504	0.7355486	0.7654159	0.7060387	0.7360184	0.4481613	0.84789693	0.95727015	0.37187618	0.970009	0.20235121	0.871105	0.70721114	0.93637025	0.878512	0.7864312	0.49865335	0.9442711	0.4181965	0.6371974	0.64433235	0.9407145	0.92172396	0.744981	0.8476114	0.6857748	0.8302388	0.75100327	0.8619145	0.7113353	0.32784325	0.8533518	0.7534039	0.81435144	0.8128357	0.8747245	0.60147667	0.7981616	0.8103542	0.49573642	0.6608485	0.7113048	0.94438106	0.87441427	0.93863314	0.71849716	0.80084085	0.24291497	0.5776683	0.92287695	0.9235933	0.982337	0.6419311
