	juridisch/adj	verblijf_status/noun	regel/noun	alleen/adj	algemeen/adj	biljet/noun	stem/noun	dit/det	rechtbank/noun	nog/adv	onbeperkt/adj	toelating/noun	vergunning/noun	adres/noun	werk_vergunning/noun	altijd/adv	aanbieding/noun	reservatie/noun	frank/noun	identiteitsbewijs/noun	handtekening/noun	document/noun	aanbesteding/noun	die/det	licentie/noun	reis_pas/noun	vonnis/noun	eind_uitslag/noun	exploitatie_vergunning/noun	typering/noun	argument/noun	slechts/adv	euro/noun	en/vg	door/adj	verzoek/noun	ticket/noun	huur_contract/noun	uitslag/noun	boord_document/noun	kaart/noun	gezien/adj	ze/pron	voorwaarde/noun	niet/adv	wijze/noun	rijbewijs/noun	abonnement/noun	wet/noun	arbeid_vergunning/noun	tarief/noun	bon/noun	strip_kaart/noun	jaar/noun	betaal_middel/noun	enkel/adj	universeel/adj	advies/noun	trein_kaart_DIM/noun	wagen/noun	wil_beschikking/noun	stem_biljet/noun	reden/noun	lid_kaart/noun	treffer/noun	papier/noun	excuus/noun	paspoort/noun	onverminderd/adj	vervoer_bewijs/noun	poging/noun	besluit/noun	kandidatuur/noun	verzekering/noun	alternatief/noun	bouw_aanvraag/noun	gewoon/adj	verblijfsvergunning/noun	huwelijk/noun	ten/adv	verklaring/noun	bekentenis/noun	principe/noun	accoord/noun	arrangement/noun	status/noun	offerte/noun	referendum/noun	alibi/noun	conventie/noun	dagvaarding/noun	enquête/noun	lang/adj	visum/noun	uitkomst/noun	rede/noun	Habibie/name	goedkeuring/noun	bod/noun	diploma/noun	gemeente/noun	wereldwijd/adj	doelpunt/noun	overeenkomst/noun	toestemming/noun	patent/noun	goal/noun
tarief/noun	0.8259151	0.8837476	0.6947235	0.79893637	0.78819484	0.8058892	0.9046028	0.8337544	0.88686234	0.89480436	0.72496873	0.8242982	0.76367503	0.8213767	0.8731393	0.90616566	0.75692093	0.89617175	0.7604896	0.8897688	0.8876373	0.85161656	0.7522821	0.7712854	0.7992206	0.8678004	0.8438382	0.90144485	0.86459976	0.8945409	0.8365944	0.80391175	0.71591485	0.8254607	0.9034439	0.8430528	0.7936232	0.783026	0.8804571	0.9528003	0.8857841	0.872835	0.89466226	0.67474854	0.8648759	0.83490247	0.8723104	0.6338137	0.7205696	0.90751296	0.0	0.8323542	0.80735624	0.83923113	0.7871388	0.7551738	0.8684151	0.79175705	0.75920105	0.90870357	0.9123502	0.88343346	0.887563	0.868044	0.9349967	0.8718686	0.88884294	0.86424315	0.85101956	0.7954115	0.9360782	0.82325906	0.88875103	0.63329244	0.79005355	0.8333676	0.8577982	0.83754814	0.9174062	0.7942028	0.8342186	0.9035044	0.73290354	0.7736827	0.8185976	0.82089406	0.7030615	0.8445127	0.9027676	0.8155438	0.8656352	0.8591591	0.90899944	0.86723036	0.81902325	0.8538065	0.9200202	0.83276904	0.77360857	0.8581056	0.70321363	0.77748406	0.9481423	0.76930386	0.8328936	0.83763415	0.94058067
bon/noun	0.8951849	0.9171994	0.8813981	0.84125894	0.88951397	0.7068664	0.8934391	0.89063853	0.9182683	0.89711106	0.800711	0.84897816	0.811646	0.74030876	0.8472688	0.87735564	0.7771747	0.88509697	0.7764696	0.82030106	0.74822795	0.76051545	0.8620756	0.8136092	0.83079773	0.86589473	0.8753618	0.92712355	0.88756	0.8885559	0.86735237	0.83124095	0.7991771	0.76683605	0.86904705	0.8584216	0.7299292	0.86475384	0.8974048	0.84870756	0.7257998	0.8864582	0.78149694	0.89409095	0.8761892	0.8775127	0.71478254	0.7273003	0.9063078	0.8757804	0.8323542	0.0	0.8120533	0.89202267	0.85237586	0.8011403	0.88669384	0.8537612	0.8049916	0.79164445	0.9232963	0.7814032	0.91066885	0.7821384	0.91861075	0.7464361	0.85389084	0.77288634	0.8863878	0.7904499	0.9375877	0.90116346	0.8739748	0.79463446	0.8636681	0.8970135	0.7774415	0.8293859	0.92274183	0.8632328	0.8572541	0.8916476	0.87032455	0.91330427	0.8198174	0.867579	0.7842172	0.90227795	0.81707656	0.88255095	0.8085208	0.8561624	0.90095645	0.8113219	0.9013594	0.8497009	0.8928082	0.89342904	0.9010043	0.8187505	0.8388412	0.85197425	0.9053002	0.88829815	0.87311435	0.86701024	0.9114974
strip_kaart/noun	0.9120515	0.9177875	0.9027201	0.8613099	0.9232478	0.71206754	0.9301619	0.8918879	0.9466381	0.9079766	0.836721	0.9212533	0.8699636	0.8635794	0.8948044	0.9240649	0.86029977	0.8862479	0.8393297	0.8241318	0.84066063	0.8370891	0.8758384	0.8539957	0.851503	0.8166276	0.92885053	0.9356075	0.9020714	0.9398463	0.9100767	0.885723	0.823257	0.874593	0.92243695	0.92732286	0.71720326	0.8768619	0.95973146	0.8753069	0.7770782	0.93829113	0.85507923	0.9106021	0.9044658	0.920649	0.8447518	0.67680955	0.88947415	0.91002667	0.80735624	0.8120533	0.0	0.91368026	0.8129927	0.84870315	0.9115081	0.90609485	0.7036614	0.86831856	0.9223883	0.8085332	0.9354609	0.7908654	0.96692276	0.8124802	0.91338646	0.78395385	0.91735923	0.6773685	0.94727147	0.93432087	0.9402231	0.85090107	0.8726233	0.91795015	0.82993066	0.8806702	0.9375913	0.9292959	0.9197704	0.929505	0.888388	0.93102574	0.87761724	0.9252007	0.87993526	0.8896699	0.9134381	0.9207014	0.8937434	0.92889667	0.93894994	0.835442	0.9383202	0.922816	0.89781344	0.93372613	0.9425566	0.8937162	0.86563426	0.89852273	0.9598437	0.9252748	0.91784686	0.911465	0.96068436
jaar/noun	0.92002195	0.9137108	0.9253903	0.9065849	0.89744365	0.902681	0.92080593	0.72677326	0.8682505	0.800392	0.8669556	0.89400834	0.8871561	0.92613876	0.892458	0.9254477	0.8945981	0.9424715	0.8033151	0.9385245	0.920328	0.9302886	0.87475646	0.87264013	0.8552097	0.895991	0.872113	0.897628	0.9060234	0.94037384	0.95406145	0.79572004	0.7421323	0.89479166	0.89340097	0.9177711	0.9015107	0.8828816	0.90483123	0.96379304	0.9355398	0.9050173	0.8552698	0.88227975	0.9370488	0.9119674	0.9016792	0.8465733	0.90740675	0.9033395	0.83923113	0.89202267	0.91368026	0.0	0.9245904	0.8904832	0.9427923	0.93073887	0.8750698	0.95351636	0.92286545	0.90627646	0.91182685	0.9234281	0.9304625	0.93453175	0.9409508	0.9068069	0.8463391	0.9302257	0.885225	0.8909482	0.8939648	0.88420314	0.93067414	0.8802643	0.91306585	0.87174296	0.83263457	0.8307024	0.92761797	0.9120784	0.9015925	0.8806907	0.90961504	0.90910697	0.905152	0.8727213	0.92650914	0.89079165	0.9037679	0.89942384	0.7707413	0.89643806	0.9164551	0.8890917	0.88428646	0.90357023	0.86380625	0.86809975	0.86359376	0.75888	0.9399518	0.8761533	0.914547	0.8945979	0.9195652
betaal_middel/noun	0.8758547	0.91235733	0.81838983	0.8290098	0.86580044	0.75822645	0.91095334	0.89993674	0.9452976	0.9252369	0.7973095	0.8522185	0.860729	0.8678572	0.8849545	0.90450186	0.8620078	0.92092973	0.8574848	0.83389366	0.8699854	0.8386158	0.8631225	0.8594305	0.84605896	0.8834522	0.9282725	0.90212023	0.9009883	0.89238095	0.87642795	0.8653846	0.8153844	0.83722335	0.89746374	0.8849914	0.8712948	0.87612075	0.92671406	0.93703526	0.8805315	0.8746264	0.89938474	0.84899384	0.8933345	0.8672085	0.8825397	0.79116666	0.84516853	0.92927724	0.7871388	0.85237586	0.8129927	0.9245904	0.0	0.8333442	0.8550605	0.8914953	0.8751001	0.9250211	0.92856807	0.87046957	0.9008699	0.8825173	0.9625623	0.87053853	0.8949776	0.82060564	0.8497319	0.85464734	0.9418426	0.879353	0.9000895	0.83206344	0.8156716	0.90972084	0.8665707	0.87270564	0.89723766	0.9184762	0.8483821	0.92628306	0.8431624	0.8974792	0.8672046	0.8478098	0.8660733	0.84833103	0.8858828	0.87602746	0.9343505	0.90181553	0.94564116	0.85083073	0.90467834	0.8923054	0.911152	0.8664068	0.86996496	0.90091974	0.8418475	0.82759035	0.96174115	0.86404955	0.87475747	0.87285537	0.9581721
enkel/adj	0.71399176	0.8471061	0.754931	0.4088133	0.7414337	0.782372	0.843634	0.78146875	0.7928226	0.7520247	0.70541614	0.74376315	0.75642914	0.7760681	0.8361105	0.74381185	0.80029017	0.8454318	0.81147385	0.8053238	0.81627107	0.74427766	0.7847408	0.67989093	0.7794738	0.8315612	0.7696788	0.86753285	0.83655465	0.84034216	0.7508284	0.6330408	0.8356313	0.6670432	0.79759824	0.74999756	0.79660624	0.8161277	0.8474134	0.8610661	0.7832313	0.7826216	0.68361986	0.72495127	0.699949	0.73887277	0.81006384	0.77061296	0.74146795	0.86148953	0.7551738	0.8011403	0.84870315	0.8904832	0.8333442	0.0	0.75569016	0.7451947	0.8475095	0.8096231	0.87722087	0.82788444	0.8144478	0.8573057	0.89367133	0.7868868	0.81056225	0.80383354	0.78848755	0.8398576	0.8380534	0.77331436	0.7819197	0.7407519	0.77884954	0.8203991	0.75836277	0.7966421	0.84007025	0.7170139	0.79304516	0.80941826	0.6891766	0.77820814	0.81653905	0.77077186	0.7897316	0.8158091	0.8007448	0.7609158	0.79159117	0.8003532	0.8581737	0.8034489	0.78468716	0.767918	0.84614855	0.7658946	0.84197795	0.79203755	0.72857946	0.78119224	0.8957359	0.79127246	0.7939249	0.8037461	0.8878759
universeel/adj	0.7283334	0.91935235	0.72177124	0.7148776	0.6842775	0.8778967	0.81204385	0.7607272	0.87440103	0.89766103	0.7762041	0.8451713	0.88247764	0.8935437	0.91984594	0.7403739	0.88366544	0.916157	0.9528064	0.88328016	0.8843446	0.8154809	0.8690127	0.6605837	0.8720542	0.9273939	0.8398142	0.91712934	0.9260458	0.80505794	0.7400764	0.86183006	0.9497051	0.6582761	0.81596506	0.87861663	0.92669255	0.9068942	0.90456235	0.95521647	0.9208526	0.79362035	0.8176574	0.81482625	0.8322897	0.7058328	0.9289026	0.88296956	0.7103735	0.9393866	0.8684151	0.88669384	0.9115081	0.9427923	0.8550605	0.75569016	0.0	0.85621834	0.9365963	0.9487063	0.8730186	0.8761765	0.8594256	0.9159099	0.9200252	0.8660643	0.84167176	0.88645923	0.7696453	0.9215428	0.8452348	0.8544272	0.8636849	0.84330285	0.80471593	0.9201029	0.8598552	0.8770213	0.8394499	0.80626285	0.8027857	0.8473189	0.6248175	0.8611859	0.80038214	0.75461644	0.89757895	0.85088944	0.78144085	0.6870854	0.8861527	0.87092996	0.91814756	0.8846489	0.8234236	0.7306527	0.8882281	0.875096	0.9133991	0.853146	0.8687106	0.74220085	0.94506496	0.8425432	0.8918144	0.7568127	0.93285716
advies/noun	0.6684999	0.891724	0.7259413	0.7848102	0.75705314	0.8768406	0.87728703	0.84270906	0.81774294	0.90056044	0.8436658	0.72092533	0.7093667	0.8090467	0.8211606	0.8834784	0.8179609	0.90701354	0.9315227	0.8686642	0.82331425	0.72884864	0.7555624	0.8180548	0.79294634	0.847005	0.7152001	0.896033	0.79869556	0.88306624	0.7034741	0.897274	0.9114572	0.8116722	0.91075516	0.59980905	0.90134025	0.8437998	0.84076226	0.9285938	0.8966061	0.8183318	0.8539095	0.6989876	0.87611777	0.833255	0.8675829	0.8445179	0.73264706	0.8390489	0.79175705	0.8537612	0.90609485	0.93073887	0.8914953	0.7451947	0.85621834	0.0	0.91324437	0.9479665	0.8456188	0.86001736	0.80830336	0.8927136	0.96343917	0.8725038	0.8489094	0.8504931	0.87735033	0.9000177	0.9146813	0.6261381	0.7457064	0.75926644	0.82249147	0.69564635	0.9039466	0.8051286	0.895141	0.8571144	0.7293298	0.861668	0.75058544	0.73893464	0.86963856	0.8304783	0.71256363	0.775975	0.85340554	0.798697	0.7742008	0.74609435	0.947461	0.8162602	0.7541681	0.83025455	0.8738039	0.6358588	0.7477359	0.8390161	0.7158987	0.8875153	0.9673554	0.7794608	0.6955757	0.8373975	0.9604123
trein_kaart_DIM/noun	0.9142581	0.88913345	0.91105783	0.87150884	0.9396126	0.7432848	0.9234907	0.8988491	0.94836617	0.9330309	0.81401455	0.9056408	0.83958626	0.8397519	0.86189413	0.91094065	0.8472286	0.8682505	0.77999914	0.85020375	0.81681514	0.8451104	0.8680197	0.86780804	0.79835117	0.814594	0.93739045	0.9246838	0.8993405	0.9371469	0.92665946	0.85656315	0.77049893	0.86575806	0.9132625	0.9199564	0.65947855	0.8531898	0.9470301	0.8803585	0.78607666	0.92320424	0.85482675	0.8739644	0.90861046	0.9352969	0.8287068	0.6681789	0.90620756	0.8873374	0.75920105	0.8049916	0.7036614	0.8750698	0.8751001	0.8475095	0.9365963	0.91324437	0.0	0.87963367	0.94183433	0.8696645	0.93979436	0.84241784	0.9467844	0.8219069	0.91155785	0.7884244	0.9178371	0.6993494	0.9578015	0.927137	0.9221912	0.7808229	0.8788279	0.9094068	0.84959954	0.8387613	0.9377883	0.911253	0.9312731	0.92594045	0.89488447	0.90938914	0.8673371	0.91843945	0.87094855	0.9047602	0.90277064	0.93867296	0.9020637	0.91438204	0.90993637	0.8037755	0.9145486	0.9210938	0.91613644	0.8924183	0.9056137	0.8839534	0.8193476	0.8604306	0.946298	0.890265	0.9021917	0.8870893	0.94111294
wagen/noun	0.94509417	0.950061	0.9442817	0.89450943	0.9729279	0.80046624	0.9423001	0.96108836	0.9403644	0.9067828	0.8650786	0.8816867	0.86880946	0.8613574	0.92280746	0.90689796	0.920513	0.9365591	0.8989074	0.8557929	0.90730286	0.8462484	0.9153788	0.8788353	0.9010474	0.8852446	0.95924157	0.95532286	0.93935484	0.94176626	0.95281243	0.89012975	0.9175187	0.75821376	0.87941897	0.94833356	0.88089734	0.92142886	0.95959294	0.640885	0.8884635	0.94044083	0.75162953	0.9453979	0.9111245	0.9089575	0.6672299	0.8779473	0.94744855	0.94074464	0.90870357	0.79164445	0.86831856	0.95351636	0.9250211	0.8096231	0.9487063	0.9479665	0.87963367	0.0	0.9331491	0.8771915	0.9484945	0.92695254	0.93584573	0.8149099	0.94643027	0.8072415	0.922511	0.843227	0.873402	0.95893615	0.9654279	0.8280521	0.8886787	0.9290585	0.83893406	0.931193	0.96078193	0.9069278	0.9405993	0.90208834	0.9205649	0.95159525	0.91039145	0.95147264	0.903405	0.96337515	0.92144513	0.9455945	0.91705614	0.9460154	0.89113224	0.8966806	0.95882	0.8757256	0.94723684	0.9594805	0.9606753	0.9320428	0.86970663	0.92653966	0.9522141	0.94251615	0.92180866	0.92649096	0.9450159
wil_beschikking/noun	0.8449503	0.9313308	0.8129281	0.8584651	0.90768176	0.9012505	0.9105275	0.89318496	0.87670434	0.89529926	0.90466905	0.87453187	0.87088424	0.9056437	0.8956939	0.91024864	0.935447	0.955206	0.9649352	0.86216605	0.8215196	0.8088891	0.8872112	0.8628924	0.9117858	0.90363795	0.851009	0.9039594	0.903062	0.93266106	0.8875991	0.9198622	0.96044123	0.9129701	0.94170505	0.7975346	0.9526119	0.85764074	0.89121306	0.9387534	0.9424983	0.92605644	0.89182925	0.8113004	0.8951322	0.8941761	0.9218767	0.93089026	0.7845291	0.90386367	0.9123502	0.9232963	0.9223883	0.92286545	0.92856807	0.87722087	0.8730186	0.8456188	0.94183433	0.9331491	0.0	0.8757104	0.9321372	0.9417257	0.9448447	0.864841	0.9053585	0.8810434	0.9314674	0.9019298	0.9401022	0.8636967	0.9064985	0.87612987	0.91939336	0.8845769	0.926635	0.8859009	0.8966827	0.8873775	0.8242434	0.8886275	0.8422039	0.8397939	0.9167307	0.88009065	0.8748883	0.84526056	0.9148866	0.85693836	0.88789487	0.896273	0.92770815	0.89391947	0.9072403	0.89945865	0.887316	0.8509757	0.89746433	0.91706496	0.87850326	0.95077103	0.9548713	0.79785967	0.8597871	0.8863893	0.95262474
stem_biljet/noun	0.843457	0.89207315	0.8581329	0.8451453	0.899789	0.65510607	0.76744974	0.8817525	0.8804776	0.86158323	0.8853429	0.88156325	0.81073236	0.7913051	0.8412359	0.87181115	0.84478736	0.93151814	0.9028318	0.7700212	0.73839533	0.6913537	0.84703535	0.7996713	0.8421925	0.84373486	0.85388935	0.8569196	0.8748902	0.8775107	0.8630628	0.83177125	0.8877259	0.8493916	0.8917936	0.8164773	0.82527554	0.8849422	0.80134475	0.890985	0.77999806	0.900424	0.7914601	0.8797362	0.8705944	0.8394927	0.8414857	0.83580273	0.83728385	0.8957025	0.88343346	0.7814032	0.8085332	0.90627646	0.87046957	0.82788444	0.8761765	0.86001736	0.8696645	0.8771915	0.8757104	0.0	0.8917695	0.8327935	0.90279704	0.7154672	0.87289244	0.75485903	0.89473134	0.8576397	0.91205937	0.8583245	0.8031821	0.85925806	0.87585324	0.8362606	0.85833323	0.8211586	0.8976692	0.86334515	0.8572351	0.8856236	0.864849	0.8812692	0.8798237	0.8598819	0.80040026	0.8063682	0.88383377	0.8512622	0.7584068	0.8425205	0.9171894	0.7875074	0.841684	0.8494498	0.8530183	0.8839401	0.8819394	0.8448865	0.85101384	0.88967663	0.9016292	0.8720285	0.8836326	0.8806454	0.8950983
reden/noun	0.7467109	0.89144415	0.8458238	0.8263649	0.82471764	0.88683355	0.8812182	0.87151915	0.87826234	0.87377733	0.87315565	0.8404834	0.8648852	0.8849422	0.8830651	0.84906214	0.85561395	0.9429369	0.9633347	0.8876752	0.9142177	0.8619424	0.8841851	0.84986836	0.8941667	0.89402145	0.84502757	0.91609573	0.91438764	0.8979343	0.6465215	0.9026236	0.954309	0.8617629	0.91254467	0.80041635	0.94658166	0.8960142	0.87703043	0.9388755	0.9215849	0.6947076	0.83037424	0.7818503	0.80310994	0.8268774	0.9168081	0.91473734	0.83686835	0.9165359	0.887563	0.91066885	0.9354609	0.91182685	0.9008699	0.8144478	0.8594256	0.80830336	0.93979436	0.9484945	0.9321372	0.8917695	0.0	0.9390086	0.91861534	0.9247124	0.79935384	0.8994247	0.86451596	0.9161658	0.8700719	0.768579	0.8542307	0.8635494	0.8178897	0.89786005	0.89890254	0.86557394	0.83950174	0.88923764	0.7116191	0.86969525	0.8183565	0.8251873	0.9175803	0.8624195	0.8983528	0.84433335	0.8353632	0.8783633	0.87413424	0.9019911	0.9128351	0.86381054	0.80182856	0.4929635	0.87628794	0.85721195	0.8947698	0.92002606	0.89270556	0.88029283	0.91528875	0.83129174	0.8465574	0.90670687	0.9092998
lid_kaart/noun	0.9169381	0.9087463	0.92633533	0.8938604	0.9076893	0.7858763	0.92325747	0.91955036	0.95053613	0.9396861	0.8638141	0.8629589	0.8178944	0.8591131	0.86364126	0.9279453	0.8634527	0.8581419	0.80362034	0.79681545	0.8205377	0.80667233	0.8953236	0.89287394	0.82579225	0.8176367	0.9263302	0.9480289	0.8639746	0.96732694	0.9298363	0.8819128	0.82198477	0.89831936	0.93030053	0.8847696	0.7443814	0.8589404	0.9515366	0.88051057	0.7894138	0.95449877	0.8706803	0.90204364	0.9221474	0.948725	0.7911396	0.6995045	0.8990034	0.84119236	0.868044	0.7821384	0.7908654	0.9234281	0.8825173	0.8573057	0.9159099	0.8927136	0.84241784	0.92695254	0.9417257	0.8327935	0.9390086	0.0	0.9635672	0.8368476	0.90578735	0.78859043	0.9324491	0.78219193	0.9680801	0.91755974	0.90956974	0.83458626	0.9196536	0.8962885	0.8891143	0.8275479	0.93532056	0.91741514	0.90244204	0.9065404	0.88161486	0.85861576	0.8635645	0.8909465	0.8614039	0.8931721	0.8938862	0.9130368	0.88369966	0.8609688	0.9720684	0.82895225	0.9486029	0.9111897	0.9174417	0.8573829	0.9111989	0.8456806	0.85298723	0.89519256	0.97273636	0.879166	0.864865	0.8986387	0.9675902
treffer/noun	0.91729987	0.9510751	0.9518221	0.9078351	0.9402275	0.9008745	0.87623936	0.883374	0.924767	0.81976545	0.9316227	0.9188087	0.91365373	0.9485616	0.92049485	0.9089116	0.91421586	0.9816756	0.95067066	0.95286834	0.9148414	0.9244309	0.92203796	0.83915573	0.8995448	0.9687974	0.864185	0.8383456	0.95300627	0.9196403	0.9079058	0.8098063	0.93165815	0.8943109	0.90025705	0.94891703	0.8930472	0.9343777	0.82934403	0.9586617	0.8334233	0.9229393	0.89915514	0.9487287	0.9085953	0.8465962	0.9480525	0.94380677	0.9277372	0.9508805	0.9349967	0.91861075	0.96692276	0.9304625	0.9625623	0.89367133	0.9200252	0.96343917	0.9467844	0.93584573	0.9448447	0.90279704	0.91861534	0.9635672	0.0	0.9145704	0.9058362	0.9176664	0.92234296	0.9741415	0.85398126	0.8747026	0.908791	0.953471	0.939043	0.8956201	0.9480342	0.9192457	0.90567666	0.89142823	0.92235494	0.92323536	0.934723	0.8978076	0.9157035	0.8792824	0.9232443	0.91057414	0.92273444	0.9256419	0.91905016	0.9394625	0.9038383	0.93134195	0.91078115	0.89794177	0.9211351	0.93579125	0.89415145	0.9367774	0.9447104	0.9254097	0.16727763	0.87955284	0.9595239	0.8818357	0.20859766
papier/noun	0.8417222	0.860432	0.8545644	0.82163006	0.9198461	0.636253	0.889845	0.8830337	0.9363913	0.8375857	0.81681824	0.8117613	0.76715326	0.74726963	0.7708181	0.8390148	0.82073927	0.9219317	0.8725871	0.7303721	0.698899	0.5527067	0.8686865	0.76514846	0.8103762	0.7900438	0.90484464	0.92814195	0.88827395	0.877451	0.85950965	0.8297549	0.8826015	0.72282755	0.83622634	0.84632814	0.8117269	0.83519673	0.907124	0.78582627	0.7242885	0.86378324	0.74132	0.87044644	0.8413936	0.83912665	0.7700818	0.81349254	0.8758006	0.8226104	0.8718686	0.7464361	0.8124802	0.93453175	0.87053853	0.7868868	0.8660643	0.8725038	0.8219069	0.8149099	0.864841	0.7154672	0.9247124	0.8368476	0.9145704	0.0	0.87187904	0.65005785	0.88734996	0.80338883	0.9185684	0.9113843	0.89351666	0.81468666	0.8421836	0.8660933	0.7972772	0.7523579	0.9205011	0.87393475	0.8321622	0.85806483	0.8485594	0.87336624	0.83123916	0.88055956	0.7972137	0.9026514	0.8388277	0.87654006	0.8242205	0.87854385	0.8864259	0.74183095	0.8914712	0.87465525	0.897289	0.8755994	0.9168043	0.8094189	0.86699796	0.8783463	0.9139526	0.8670102	0.87384546	0.8378198	0.90555316
excuus/noun	0.83108705	0.9204171	0.85559916	0.8251618	0.8777573	0.8848989	0.8716123	0.8507067	0.8505498	0.8843536	0.84751165	0.8243669	0.8859082	0.8499028	0.8705137	0.81910145	0.87689036	0.9418142	0.9329712	0.89992857	0.8456156	0.8355087	0.90412074	0.79841155	0.8889855	0.92746097	0.7927409	0.88753223	0.91068333	0.86376417	0.70738894	0.84983844	0.9301702	0.8254379	0.88565433	0.7923535	0.90165305	0.8822544	0.8685961	0.9210516	0.89829373	0.86057425	0.8037909	0.8736279	0.8266275	0.8098556	0.89462924	0.8888138	0.84750766	0.908351	0.88884294	0.85389084	0.91338646	0.9409508	0.8949776	0.81056225	0.84167176	0.8489094	0.91155785	0.94643027	0.9053585	0.87289244	0.79935384	0.90578735	0.9058362	0.87187904	0.0	0.8628866	0.86166716	0.87723637	0.8202989	0.81605077	0.8176022	0.85551935	0.79256475	0.9142398	0.86145186	0.85146356	0.85256255	0.85635954	0.6520385	0.7524981	0.86524236	0.8626929	0.8817464	0.8533982	0.8722503	0.8544367	0.7192092	0.8653356	0.8322022	0.879349	0.9097086	0.83196396	0.85770714	0.7593547	0.83110285	0.8262232	0.8580943	0.89818525	0.89454925	0.8966193	0.9086288	0.8582175	0.7996159	0.8865365	0.895524
paspoort/noun	0.84083223	0.7862865	0.86535203	0.83633673	0.9084151	0.6499201	0.9105599	0.92186177	0.854568	0.89379334	0.7771432	0.7423722	0.65829337	0.71942705	0.5713974	0.8863145	0.8244418	0.90225464	0.8719289	0.5296587	0.693427	0.5636524	0.8573525	0.8259098	0.69035137	0.5909814	0.86560833	0.9225759	0.7997918	0.9239898	0.8701365	0.8609022	0.8797391	0.8000069	0.9006041	0.7713371	0.7560618	0.81416833	0.9101195	0.7345298	0.7526618	0.902159	0.76385325	0.82040983	0.8819494	0.87419474	0.57565635	0.7564079	0.81837535	0.6803732	0.86424315	0.77288634	0.78395385	0.9068069	0.82060564	0.80383354	0.88645923	0.8504931	0.7884244	0.8072415	0.8810434	0.75485903	0.8994247	0.78859043	0.9176664	0.65005785	0.8628866	0.0	0.86520654	0.7483075	0.86520016	0.86713773	0.8667069	0.78993744	0.8891976	0.8596348	0.8447369	0.58267164	0.858695	0.8381216	0.81810546	0.8228121	0.857275	0.86414635	0.88347805	0.80081403	0.82133317	0.8476558	0.8227818	0.8791246	0.7876055	0.89618266	0.9154131	0.44302785	0.9007752	0.8587199	0.9042219	0.83138216	0.86564386	0.7601869	0.8518491	0.8724086	0.93254536	0.839545	0.75899804	0.78906035	0.9249377
onverminderd/adj	0.79316574	0.9215777	0.8262309	0.794215	0.8041241	0.88858706	0.86939055	0.8280072	0.9097014	0.84652567	0.8042296	0.8408138	0.87140065	0.91631174	0.89162534	0.79384077	0.8648344	0.95318747	0.93914884	0.8842131	0.9030396	0.8755306	0.87538606	0.7796507	0.8903601	0.9283717	0.8746064	0.9296266	0.9317059	0.8883436	0.8282176	0.8661554	0.915226	0.72968674	0.82909286	0.8772735	0.9227209	0.90061456	0.9093555	0.93844664	0.9188777	0.8334812	0.86491305	0.832728	0.8783076	0.81648713	0.9138858	0.89570445	0.8037896	0.93397474	0.85101956	0.8863878	0.91735923	0.8463391	0.8497319	0.78848755	0.7696453	0.87735033	0.9178371	0.922511	0.9314674	0.89473134	0.86451596	0.9324491	0.92234296	0.88734996	0.86166716	0.86520654	0.0	0.9061993	0.8302775	0.84178454	0.84588486	0.859077	0.8524381	0.90845966	0.83582747	0.8792442	0.86091506	0.8178691	0.8429719	0.8773047	0.80460453	0.8399181	0.86813396	0.8077535	0.8958924	0.8137074	0.8572483	0.82124835	0.8843854	0.89109164	0.8609794	0.8690226	0.8467571	0.80241704	0.8445618	0.8508373	0.87653154	0.9079873	0.8568721	0.72672766	0.9342227	0.8526958	0.8516255	0.840387	0.9375412
vervoer_bewijs/noun	0.89334506	0.88775456	0.8796965	0.85725623	0.9087016	0.7514781	0.93739253	0.9200991	0.92422175	0.9034991	0.8348135	0.8831547	0.8073542	0.85047495	0.8193845	0.8926328	0.86256313	0.85948014	0.87140375	0.7792372	0.85186565	0.81687146	0.84299964	0.87401164	0.81771106	0.7813153	0.9159172	0.9109517	0.87252676	0.93156606	0.9138699	0.8749076	0.86088145	0.8965009	0.92841464	0.90300137	0.69865274	0.8560822	0.9245671	0.7856551	0.8032218	0.94677377	0.8541307	0.8839818	0.8907379	0.9301777	0.74917114	0.70068145	0.8902875	0.82955605	0.7954115	0.7904499	0.6773685	0.9302257	0.85464734	0.8398576	0.9215428	0.9000177	0.6993494	0.843227	0.9019298	0.8576397	0.9161658	0.78219193	0.9741415	0.80338883	0.87723637	0.7483075	0.9061993	0.0	0.96144223	0.91998297	0.9148212	0.81121266	0.86061716	0.8903049	0.87287545	0.82560384	0.95536906	0.89298385	0.90740055	0.93571544	0.8867117	0.9171009	0.8719709	0.9268795	0.84138376	0.8820205	0.8699965	0.93574566	0.8619994	0.9009254	0.9266282	0.79274225	0.9208587	0.9010329	0.92840034	0.8982911	0.9067142	0.86833805	0.86598337	0.90492654	0.9591665	0.9029349	0.92052406	0.9019394	0.96976244
