	blik_DIM/noun	Albanees/noun	been/noun	langzaam/adj	immers/adv	word/verb	miniem/adj	mag/verb	inmiddels/adv	hamer/noun	dan/adv	kersvers/adj	bestuur_kamer/noun	hoofd/noun	omhoog/adv	ogenblik/noun	regering/noun	kerst_pakket/noun	enkel/adv	honderd/adj	hoog/adj	weg/noun	poot/noun	mogelijkheid/noun	gouden/adj	gebruik/noun	accijns/noun	loon_belasting/noun	ingevoerd/adj	teatraal/adj	nergens/adv	hand/noun	ministerie/noun	ook/adv	sanctie/noun	vermaan/adj	vlees/noun	product/noun	tegelijk/adj	handpalm/noun	belasting/noun	staal/noun	nieuw/adj	vriendschap/noun	premie/noun	smaak/noun	frank/noun	ga/verb	echter/adv	stad/noun	rekening/noun	gewicht/noun	soort/noun	nu/adv	zal/verb	arm/adj	glas/noun	rekeningrijden/noun	kop_positie/noun	ontbreek/adj	meest/adj	verlaag/verb	land/noun	Europees/adj	daarna/adv	koers_winst/noun	stijg/verb	euro/noun	voortaan/adv	zenuwachtig/adj	entree/noun	extra/adj	vinger_DIM/noun	deelstaat/noun	vlucht/noun	vermogen/noun	afkomstig/adj	teelt/noun	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	omroepbijdrage/noun	vrijwel/adv	feestganger/noun	kan/verb	voorwaarde/noun	tel/noun	moet/verb	toegang/noun	boer_DIM/noun	overlast/noun	rente/noun	voorheffing/noun	bovendien/adv	heer/noun	parkeer_plaats/noun	voortreffelijk/adj	binnenlands/adj	verzekerd/adj	tarief/noun	stuk_DIM/noun	particulier/noun	ere_burger/noun	toch/adv	fiets_rek/noun	zondag_middag/noun	hal/noun	hand/adv	roerend/adj	Vlaams/adj	netjes/adj	stroom/noun	lidstaat/noun	procent/noun	onroerend_zaak_belasting/noun	verschil/adj	financieel/adj	beeld_DIM/noun	vinger/noun	te/adv	overschrijding/noun	even/adv	eerst/adj	flink/adj	lokaal/adj	pensioen_premie/noun	provincie/noun	glas_DIM/noun	gewoon/adj	her_stelling_werk/noun	waarschuw/verb	overgekomen/adj	wil/verb	dankbaar/adj	groen/adj	inkomst_belasting/noun	promotie/noun	toeslag/noun	gehuld/adj	statie_geld/noun	meen/verb	meer/adj	1930/noun	staat/noun	arm/noun	toegang_prijs/noun	schoen/noun	troon/noun	successie_recht/noun	hak/noun	hemel/noun	even/adj	invoer_recht/noun	keer/noun	landelijk/adj	overheid/noun	schouder/noun	toekomst/noun	triomfantelijk/adj	tol/noun	procent/adj	fiscus/noun	dringend/adj	alleenstaand/adj	Brits/adj	administratie/noun	aanvankelijk/adj	behaal/verb	taksen/noun	sigaret/noun	Amerikaans/adj	overweeg/verb	borst/noun	hoopvol/adj	kerosine/noun	tentoonstelling/noun	zwaar/adj	zelf/adv	gemeente/noun	eventueel/adj	toelage/noun	steenkool/noun	Londens/adj	box/noun	en/noun	grif/adj	liter/noun	prinses/noun	dwingend/adj	pub/noun	vorm/noun	sport_wereld/noun	kijk-/noun	college_geld/noun	het/adj	huize/noun	fles_DIM/noun	luistergeld/noun	taks/noun	verondersteld/adj	afkomst/noun	spaar_geld/noun
borst/noun	0.8302899	0.934348	0.16546565	0.74963707	0.9636977	0.93367285	0.8091687	0.8703188	0.87696403	0.5754988	0.8606308	0.9303974	0.8859155	0.34643674	0.52042615	0.9373948	0.9692561	0.884402	0.8480766	0.97701675	0.84580886	0.8343139	0.5993309	0.9671065	0.63234025	0.9567474	0.91438854	0.9483291	0.93473256	0.7217486	0.8697631	0.39651513	0.9836634	0.9476127	0.96681684	0.56194186	0.8111129	0.947223	0.8191052	0.3913265	0.9275766	0.7239244	0.9383708	0.95900005	0.91321087	0.94440657	0.9549493	0.73610127	0.9496947	0.95915866	0.97475886	0.59190434	0.85442764	0.8861725	0.9596388	0.5422447	0.64971066	0.9682874	0.9033919	0.5959824	0.89482105	0.96134144	0.8839051	0.9422926	0.69499105	0.904387	0.91852003	0.9415325	0.9215835	0.63051766	0.88434476	0.8937099	0.60809743	0.8662074	0.91435266	0.94045544	0.8189373	0.9155217	0.97760916	0.47229803	0.9204318	0.97752887	0.9532666	0.90156883	0.8846024	0.9640117	0.7947259	0.908095	0.94982207	0.86475575	0.9447167	0.927561	0.97606283	0.9324547	0.84868026	0.9128857	0.9015847	0.9017852	0.94075423	0.9284463	0.73138165	0.9401969	0.92786306	0.90396386	0.97899944	0.89392763	0.92487675	0.90206957	0.9720894	0.9780274	0.80036986	0.84543836	0.8714229	0.9111316	0.9371093	0.86861014	0.9253113	0.71611965	0.43070513	0.77885145	0.9145525	0.74573475	0.9864902	0.7516652	0.9657629	0.8757579	0.9259334	0.88060987	0.9019188	0.99589217	0.9191889	0.94819725	0.9476784	0.90042686	0.7988227	0.96334535	0.9457532	0.9378868	0.5988729	0.91599613	0.9194859	0.89753723	0.9006692	0.93759024	0.20997143	0.93571025	0.67863584	0.7686705	0.9826605	0.67472345	0.4905144	0.59525657	0.9012095	0.8521832	0.95400995	0.91471267	0.17247522	0.8892699	0.5402944	0.9239855	0.9636241	0.95856637	0.9460339	0.93036765	0.93222606	0.9070209	0.8711238	0.9059836	0.89347166	0.72946644	0.9363604	0.96493125	0.0	0.855349	0.8715962	0.88795465	0.6829264	0.89711195	0.954474	0.96254313	0.97202843	0.8774054	0.9054297	0.94486153	0.9711711	0.91453654	0.8834529	0.9020921	0.811526	0.93164927	0.87179077	0.7889476	0.9795188	0.8596596	0.99717283	0.91628695	0.81709456	0.97695225	0.91036963	0.82244706	0.7702663	0.9356006
hoopvol/adj	0.8215507	0.88876766	0.8398586	0.78851384	0.9524006	0.8475735	0.80859494	0.8515457	0.9612889	0.8955786	0.8584464	0.88458323	0.94229984	0.82387924	0.85346115	0.8453594	0.93341565	0.92634386	0.9005963	0.96322584	0.92911494	0.8619528	0.8465856	0.8111346	0.84901476	0.85995305	0.9627174	0.97378486	0.91568154	0.74112284	0.8839716	0.8346074	0.91349083	0.7555207	0.9664131	0.90798247	0.8903073	0.849149	0.7699661	0.90470177	0.97554153	0.84041995	0.8956481	0.783738	0.98935336	0.9166966	0.9989984	0.9042768	0.84357107	0.93402886	0.95260024	0.92344445	0.84939027	0.94215256	0.7719737	0.8575338	0.7589798	0.9379452	0.9126966	0.89152735	0.7870722	0.95395356	0.8955887	0.88442326	0.9342233	0.95520735	0.9059913	0.9948787	0.95898414	0.89076674	0.8131436	0.96317476	0.9286293	0.91411036	0.827204	0.9853094	0.92057866	0.9421213	0.96719563	0.8099127	0.7796664	0.9362458	0.8494337	0.8031975	0.76216215	0.86718094	0.93856597	0.8631337	0.88170284	0.9719405	0.891335	0.9775296	0.974581	0.94613415	0.92924726	0.8673438	0.8957901	0.9084953	0.8709164	0.9402848	0.88970006	0.9332273	0.98776716	0.750575	0.9351029	0.74768215	0.87293303	0.95491886	0.94484526	0.960771	0.9417479	0.84536123	0.8715631	0.926419	0.94340855	0.8603821	0.9072574	0.8959787	0.88376975	0.8825721	0.89816236	0.7598662	0.9699305	0.91766405	0.9795629	0.9732199	0.9670209	0.79615366	0.89829373	0.928884	0.69163936	0.96962726	0.76213247	0.80381596	0.90626425	0.96466416	0.90587944	0.93761724	0.82201684	0.9700215	0.7936858	0.84213376	0.8487577	0.9462571	0.80884564	0.96683115	0.9390551	0.8762339	0.9372188	0.93916506	0.6859278	0.7719361	0.9190633	0.96151745	0.9760921	0.9441198	0.8679672	0.7578622	0.7738062	0.9725492	0.9738854	0.9816798	0.82725346	0.9559964	0.917001	0.98640215	0.8137713	0.95230395	0.9576547	0.8888135	0.8932607	0.8706043	0.855349	0.0	0.9052778	0.8702136	0.9307398	0.9435955	0.96306163	0.93403053	0.9931345	0.8649779	0.8989429	0.96246004	0.98642105	0.8743176	0.9737943	0.81855243	0.76631045	0.8318037	0.8929144	0.91166025	0.99543345	0.93618554	0.966139	0.930785	0.8479175	0.99089587	0.9478572	0.90242183	0.9285736	0.96644515
kerosine/noun	0.90353847	0.90519893	0.8833972	0.7726639	0.796136	0.82563365	0.8254255	0.874288	0.8332828	0.8598064	0.8956351	0.9883071	0.77616113	0.82538855	0.67487025	0.94519526	0.8213681	0.9236468	0.9180672	0.9438346	0.6446878	0.7500627	0.9051557	0.84930915	0.96984386	0.79155606	0.5526875	0.8899147	0.66947186	0.89773667	0.7894833	0.8962417	0.7516069	0.86451375	0.8779562	0.9156172	0.8201681	0.6561816	0.765259	0.8485793	0.7106084	0.85847485	0.86969566	0.9959968	0.76891613	0.89917743	0.76537067	0.7915483	0.810041	0.9042274	0.83117336	0.6681389	0.9012993	0.8503422	0.7419547	0.9205601	0.9302656	0.54756665	0.9858744	0.89499146	0.91653234	0.63169545	0.8330606	0.7944379	0.9167576	0.81835973	0.5889601	0.7250653	0.8188031	0.9192166	0.9786616	0.68154436	0.93136466	0.82689047	0.7014457	0.76302946	0.85739183	0.776056	0.92006207	0.82238245	0.9155886	0.93320704	0.7921366	0.92133033	0.8349827	0.813931	0.824695	0.74307203	0.94204706	0.9334651	0.8896285	0.77726996	0.83675826	0.73753846	0.9716204	0.9204922	0.9137702	0.6146091	0.8550806	0.6617584	0.8875524	0.8109583	0.9752867	0.93669826	0.95911217	0.93822366	0.9805087	0.93724394	0.8415692	0.9560887	0.9046286	0.8479961	0.6838396	0.70927143	0.8110032	0.84979254	0.7974205	0.9394519	0.90397364	0.81044513	0.7994858	0.93822104	0.9865003	0.73147434	0.8199306	0.7804414	0.9049898	0.8961265	0.8759642	0.95757234	0.8792121	0.9864762	0.8623989	0.9009946	0.79990333	0.804057	0.8608411	0.75141263	0.9458421	0.9130744	0.9376787	0.75413555	0.95548743	0.7749827	0.8903905	0.8960568	0.97603863	0.9179815	0.7651019	0.90283984	0.88527703	0.9319809	0.6298994	0.9558912	0.8859808	0.7469367	0.8534268	0.9751755	0.873366	0.59868276	0.79564893	0.8962542	0.94584805	0.91837215	0.9161048	0.6927354	0.8448698	0.8783264	0.4491936	0.64326787	0.87825334	0.7509341	0.8715962	0.9052778	0.0	0.9745394	0.66248405	0.9252814	0.89634883	0.8702171	0.8448988	0.66242445	0.8723106	0.8724637	0.98287237	0.9352854	0.5739609	0.9971795	0.9607266	0.86429274	0.7117861	0.9435813	0.91189104	0.84294486	0.9860711	0.9656326	0.8066334	0.9399197	0.67429733	0.93043935	0.94975966	0.8686191
tentoonstelling/noun	0.99458677	0.9770661	0.9270127	0.9084023	0.94721854	0.8058321	0.94661117	0.9135505	0.9466791	0.8431294	0.9159281	0.8808883	0.95394516	0.9206797	0.87222785	0.8668864	0.98108965	0.9959057	0.85558754	0.9782026	0.8578712	0.9546869	0.6844326	0.8462547	0.8085431	0.93314373	0.986424	0.94258225	0.94687366	0.59047604	0.8601587	0.9035009	0.94088125	0.862477	0.99745077	0.8458036	0.9990149	0.9555773	0.6684532	0.9464769	0.9630821	0.83142453	0.85619587	0.98948973	0.95486045	0.9447563	0.7899624	0.95990604	0.92128897	0.86871564	0.97657436	0.87680274	0.73284113	0.9376749	0.96338624	0.8563666	0.869981	0.9502437	0.8952043	0.8599213	0.9404258	0.9162041	0.8972881	0.9307803	0.9358658	0.9999631	0.9106215	0.79728234	0.89577454	0.95939887	0.56502664	0.93261397	0.819716	0.9102651	0.9445217	0.96751446	0.86066604	0.9584544	0.93691283	0.9852019	0.86094314	0.9977062	0.7612037	0.9494946	0.9172625	0.9530317	0.8490228	0.94330347	0.79027516	0.996992	0.9982163	0.9979724	0.96408814	0.90575397	0.935551	0.86340183	0.89373547	0.9676231	0.8959156	0.95524675	0.8377594	0.93997014	0.97033334	0.9418639	0.8761719	0.86604434	0.44348228	0.97048783	0.91925204	0.9684298	0.88754934	0.90560555	0.92569506	0.9371712	0.97816104	0.8013227	0.9022971	0.6954917	0.8513919	0.91016924	0.9984761	0.87784684	0.911351	0.91005564	0.9475043	0.93066335	0.926971	0.86030245	0.96443766	0.94472003	0.86790586	0.9859184	0.94936574	0.9003801	0.93768305	0.98818785	0.90088975	0.83363557	0.80225945	0.9910276	0.99620074	0.93555635	0.8173529	0.93783504	0.82658	0.7270212	0.9317541	0.7832812	0.9990184	0.9827871	0.7676032	0.88776046	0.97114986	0.8458897	0.93217087	0.9501082	0.93208504	0.98427206	0.90017897	0.9739688	0.9175114	0.9995708	0.9138699	0.89870787	0.8851304	0.8759723	0.7757981	0.9530476	0.98482186	0.984236	0.9608449	0.92070866	0.88795465	0.8702136	0.9745394	0.0	0.99247956	0.911334	0.89997536	0.94004	0.996116	0.99347264	0.6442654	0.9255346	0.97702944	0.8880378	0.9470081	0.9231543	0.80471325	0.75343895	0.7478514	0.9585929	0.9999816	0.9807989	0.9422066	0.9648289	0.9760566	0.9998545	0.9859476	0.95711964	0.92734164	0.9998461
zwaar/adj	0.95945513	0.9573949	0.74455833	0.7882325	0.67692506	0.75058657	0.8162441	0.8665372	0.9692686	0.7767684	0.82589245	0.9306277	0.7085186	0.61156714	0.78565013	0.9524213	0.7801687	0.9331813	0.81283337	0.9556961	0.58274233	0.8399811	0.8820199	0.7423811	0.88605475	0.7876692	0.62760794	0.918931	0.7941355	0.87814367	0.8739571	0.83646214	0.89235824	0.8723241	0.6904619	0.93343115	0.8314402	0.81829673	0.8742131	0.88190496	0.72584397	0.7430998	0.8563428	0.98642254	0.8902263	0.9484286	0.79173356	0.7825966	0.7122516	0.8799874	0.8256852	0.59492767	0.8598561	0.79367733	0.7180549	0.857738	0.8577173	0.6650882	0.9283577	0.8842666	0.91812766	0.75843805	0.7982666	0.7795617	0.8700843	0.916857	0.827472	0.7993942	0.81854	0.85487413	0.978118	0.65337545	0.96023244	0.8519579	0.83378774	0.82423806	0.8914609	0.9250836	0.98837626	0.7948622	0.86534935	0.94008225	0.9057482	0.92472863	0.8332749	0.78590727	0.7946509	0.6946145	0.944026	0.9497029	0.76594985	0.88089395	0.85503995	0.6772878	0.96319115	0.88625884	0.921756	0.83696735	0.96488583	0.7881884	0.8993818	0.91629016	0.95419925	0.894452	0.8664942	0.88219327	0.9721689	0.9987196	0.8919026	0.90220666	0.80347854	0.85069966	0.6979193	0.8543331	0.94746435	0.90527314	0.69180155	0.8498172	0.81128615	0.6909952	0.77315956	0.8909223	0.96048737	0.7359005	0.8547791	0.90060097	0.89192855	0.9091616	0.8634161	0.97264236	0.7965598	0.990775	0.840472	0.9656931	0.90397024	0.88644856	0.92624223	0.89932454	0.91412115	0.9378931	0.7831302	0.7672367	0.97184795	0.81968147	0.784337	0.9973013	0.891905	0.9699865	0.86398447	0.8478142	0.91896915	0.8807889	0.7812234	0.84314716	0.954739	0.7325707	0.7358787	0.90424854	0.8920207	0.55541265	0.8550259	0.8537826	0.905543	0.9393798	0.9584237	0.8207661	0.9016777	0.9233838	0.69088995	0.7394924	0.86862946	0.76191443	0.6829264	0.9307398	0.66248405	0.99247956	0.0	0.94563645	0.8172456	0.67299485	0.91033417	0.8394488	0.82017195	0.9428174	0.9434974	0.92798483	0.79495025	0.9076249	0.8975566	0.851128	0.68110704	0.93327576	0.91112083	0.8506461	0.97941864	0.9109676	0.87972873	0.86853886	0.81444263	0.90697676	0.8774828	0.87694675
zelf/adv	0.86082953	0.93731505	0.91353416	0.9172176	0.7291639	0.6930526	0.8922253	0.642016	0.77060205	0.84991723	0.6524697	0.94454974	0.8764561	0.9058783	0.8149019	0.8143346	0.8397155	0.85334545	0.64676285	0.8682581	0.8176534	0.89042014	0.85668224	0.6727144	0.804648	0.8544061	0.8703785	0.78509283	0.87322813	0.92001814	0.8866389	0.79165083	0.763793	0.5569718	0.71168244	0.91111666	0.8241955	0.8599634	0.825768	0.8679893	0.78070545	0.8420101	0.77550477	0.9682307	0.791636	0.9225818	0.9007142	0.7500825	0.78072786	0.89084494	0.63258183	0.8798032	0.88767177	0.608335	0.6261465	0.80584675	0.9173244	0.866389	0.84652174	0.85261154	0.6906111	0.84330887	0.8181276	0.76161325	0.8123001	0.95932436	0.83847076	0.8574863	0.67720926	0.9063426	0.92864615	0.78870547	0.82037395	0.7344283	0.91229093	0.8935708	0.8001977	0.78078616	0.93002903	0.90168285	0.9432482	0.8229479	0.7460431	0.9371626	0.667076	0.7271481	0.75805575	0.6839715	0.8564028	0.8507521	0.8635168	0.86623305	0.8639394	0.6951594	0.90800226	0.8487538	0.9224934	0.8171904	0.8091315	0.84050363	0.868343	0.69626606	0.8027475	0.6782712	0.9038798	0.8156974	0.9691301	0.9331474	0.84119713	0.76986694	0.87802196	0.86089647	0.74737155	0.88971287	0.86909896	0.7156658	0.6655463	0.80038655	0.8735886	0.89423436	0.8549081	0.9492943	0.87580377	0.8174571	0.7810028	0.8025863	0.7274904	0.877565	0.66703326	0.93777966	0.798266	0.96814126	0.714404	0.8490578	0.9105763	0.8761227	0.8498244	0.83546174	0.8443605	0.8642775	0.8075606	0.8065659	0.9431931	0.8479584	0.91637486	0.93284196	0.9071489	0.8680367	0.8809694	0.85042214	0.8858779	0.7524425	0.842993	0.86732525	0.8364185	0.7035872	0.9431774	0.79495835	0.943738	0.9133571	0.7923728	0.8193111	0.75434434	0.8544719	0.7931213	0.7784034	0.7621622	0.94251424	0.85380256	0.83832055	0.7865715	0.7499795	0.89711195	0.9435955	0.9252814	0.911334	0.94563645	0.0	0.7466833	0.73868096	0.81256014	0.91785413	0.9184794	0.9198193	0.96740264	0.8452514	0.9396097	0.9334367	0.8167727	0.93763155	0.91344196	0.8971354	0.93876284	0.7244972	0.942771	0.8381333	0.8632407	0.90399456	0.80910903	0.7771387	0.8832689	0.79474986
gemeente/noun	0.94628304	0.8407507	0.9590891	0.96413106	0.71648335	0.56952786	0.84613496	0.7182431	0.8375577	0.9734843	0.8388398	0.77223265	0.95105153	0.90973675	0.7575135	0.85681474	0.6242852	0.89450526	0.62891865	0.78432155	0.7065915	0.72585475	0.8449513	0.645436	0.922042	0.73020625	0.74832463	0.7117449	0.61073184	0.923615	0.81189805	0.91015244	0.65097076	0.6967354	0.77399206	0.93309367	0.911578	0.8417664	0.74934435	0.94542146	0.5883473	0.9286306	0.62537223	0.9789477	0.64438045	0.9357456	0.6369575	0.860844	0.79041916	0.28387403	0.55819404	0.8478254	0.7881836	0.71816945	0.6388462	0.8437504	0.9473306	0.7285514	0.9475117	0.826422	0.81954473	0.6522457	0.76326543	0.81506306	0.87019026	0.8721973	0.7062073	0.6593324	0.4880345	0.9580088	0.8343909	0.5265813	0.9475783	0.60958356	0.8099143	0.793331	0.81541526	0.7625729	0.963073	0.95090944	0.8919802	0.7729307	0.86521226	0.88022774	0.729837	0.6119257	0.88182586	0.6507727	0.7427504	0.85309184	0.6721094	0.8349135	0.7270916	0.5299797	0.9874784	0.71389425	0.971336	0.8083647	0.7543045	0.6152932	0.9316714	0.55935675	0.83525646	0.89251435	0.7477282	0.9753133	0.96711934	0.9766911	0.76722455	0.5641916	0.82352936	0.77052474	0.7698813	0.71742845	0.66177666	0.7041453	0.5884138	0.96556926	0.9440177	0.85173523	0.74749154	0.9679269	0.9475935	0.7591951	0.47408372	0.7994826	0.3404944	0.96705323	0.8489927	0.79181397	0.7756509	0.9731876	0.59826565	0.9626105	0.7429712	0.73311543	0.6889633	0.7611561	0.91502875	0.83533454	0.74162424	0.6463052	0.8910409	0.70933855	0.95959747	0.89478606	0.87383354	0.9389665	0.8054992	0.9853878	0.9733278	0.91262394	0.7705457	0.89786047	0.66126627	0.412448	0.9564186	0.7657332	0.953216	0.84576166	0.72721773	0.7642073	0.7186456	0.7793143	0.8643811	0.6256565	0.80356854	0.85605705	0.7573743	0.8243364	0.88438344	0.643188	0.954474	0.96306163	0.89634883	0.89997536	0.8172456	0.7466833	0.0	0.6126106	0.5024666	0.94213486	0.9423789	0.86212623	0.90919954	0.9306549	0.87003934	0.9858972	0.85636747	0.8844185	0.80224186	0.8862978	0.83928835	0.7535638	0.94453186	0.96104336	0.9543565	0.7498497	0.6327715	0.8700184	0.87926865	0.72413176
eventueel/adj	0.96023744	0.90977573	0.9504915	0.88764983	0.43615723	0.5340905	0.75278693	0.63501906	0.7976595	0.97569203	0.6677692	0.98198867	0.90387523	0.94601387	0.6538141	0.87313616	0.6903722	0.80780244	0.6371757	0.93050396	0.54759353	0.87969923	0.9059734	0.5636529	0.8227514	0.77433085	0.685214	0.63449633	0.73552215	0.91693205	0.86192095	0.94648045	0.74212205	0.70303786	0.57193	0.93588614	0.851314	0.6927296	0.6997705	0.9594904	0.47050565	0.803513	0.70165324	0.95184284	0.5110607	0.9164394	0.66259193	0.750511	0.7004942	0.7349457	0.49744475	0.8037131	0.8508478	0.75092334	0.50385845	0.93077713	0.9034838	0.8159591	0.84477687	0.84542567	0.8657781	0.5137588	0.7239206	0.5568508	0.8245945	0.776034	0.61989903	0.56877965	0.48107737	0.9335553	0.8822492	0.3908912	0.9406633	0.80857766	0.7975715	0.65514284	0.88271695	0.86445725	0.9812978	0.96966255	0.936443	0.85321724	0.77275646	0.868224	0.69733304	0.5865645	0.95650184	0.4993438	0.7744818	0.97576004	0.70788115	0.61600375	0.616873	0.44668198	0.9448119	0.7642553	0.9602404	0.74139345	0.657726	0.5352646	0.8543613	0.6404195	0.8936183	0.7870775	0.7177404	0.9268323	0.9309076	0.9874855	0.7042219	0.8141466	0.8012878	0.84194213	0.59888566	0.5517163	0.74640405	0.82236314	0.5394633	0.9690047	0.9316316	0.7616461	0.68250775	0.85095125	0.9031308	0.5161273	0.7078337	0.73016846	0.7902329	0.8697945	0.7313212	0.8751771	0.7558542	0.99732304	0.68727934	0.8798573	0.9104663	0.56825197	0.69225717	0.6695371	0.9894272	0.87912077	0.7333039	0.7445581	0.9898763	0.76771164	0.95325744	0.94596785	0.9123482	0.9466964	0.71199155	0.98541796	0.94312084	0.82997364	0.6999068	0.8090118	0.8173086	0.59090185	0.9764799	0.736303	0.9756422	0.7722113	0.580044	0.5647558	0.77420187	0.7888572	0.86609703	0.6605413	0.69973654	0.7541615	0.67790496	0.77149415	0.7554214	0.64461845	0.96254313	0.93403053	0.8702171	0.94004	0.67299485	0.73868096	0.6126106	0.0	0.8072584	0.87407106	0.94509685	0.72295475	0.9326718	0.9505334	0.8116948	0.9596549	0.8677543	0.9355426	0.6454294	0.9115351	0.9220822	0.7230382	0.90482527	0.9691481	0.88193583	0.84085	0.69111216	0.82921886	0.9559501	0.6265105
toelage/noun	0.94382125	0.8843818	0.99288666	0.97141856	0.7736109	0.80666375	0.93943465	0.7597418	0.86738753	0.9465407	0.9236016	0.9578194	0.96758884	0.98958564	0.8312752	0.9132931	0.7929231	0.88800347	0.72576886	0.90114313	0.75494444	0.9494518	0.90770507	0.73547727	0.96863115	0.8621934	0.7353135	0.74641263	0.8694351	0.9553455	0.9174417	0.93168384	0.74861395	0.7950871	0.8650349	0.93141097	0.94865835	0.8636405	0.90958977	0.9834969	0.6246624	0.9165076	0.9011459	0.95137835	0.45431656	0.9631471	0.5338696	0.91577715	0.868483	0.64772695	0.693975	0.8627535	0.9527629	0.89527047	0.6929729	0.86881804	0.97890836	0.7873594	0.91463864	0.8354933	0.8794086	0.7373883	0.93788147	0.8659302	0.97041214	0.7390537	0.69051415	0.51957893	0.6620029	0.9502065	0.8789362	0.5981715	0.96044475	0.7947479	0.8647205	0.72210896	0.8780863	0.82228446	0.9799316	0.9872958	0.8739889	0.8223554	0.88960135	0.9724448	0.67985094	0.547327	0.9047146	0.7342119	0.68698597	0.9559407	0.8218594	0.71221745	0.7244108	0.6586658	0.9731114	0.7774002	0.96080166	0.83086383	0.58317995	0.69467944	0.9683707	0.62081575	0.78561145	0.97210187	0.85347456	0.9621514	0.9593448	0.9709397	0.88696975	0.56200475	0.88877505	0.81861144	0.8998965	0.68785155	0.6840005	0.80939275	0.5852902	0.94389224	0.9636947	0.87939346	0.6925901	0.9420545	0.98706466	0.8112657	0.74620426	0.6138197	0.45651942	0.9476535	0.9101775	0.76049775	0.8828378	0.98249197	0.6145966	0.9535801	0.84462404	0.7484274	0.7508118	0.6072179	0.96928316	0.8403742	0.8608071	0.65690297	0.9347215	0.7793492	0.99394554	0.6463958	0.9859859	0.97264904	0.7634544	0.9429358	0.9620784	0.98359287	0.7307923	0.9101436	0.7874539	0.5473242	0.98340523	0.9119427	0.9861914	0.896943	0.83836937	0.7637998	0.78267056	0.7153373	0.8979932	0.702713	0.88334805	0.8282641	0.6223865	0.871294	0.81184125	0.6795043	0.97202843	0.9931345	0.8448988	0.996116	0.91033417	0.81256014	0.5024666	0.8072584	0.0	0.92295504	0.938901	0.8512432	0.9589809	0.9437718	0.7625489	0.9831236	0.864107	0.9457658	0.93450314	0.8956214	0.8313234	0.6922927	0.9865026	0.9753333	0.94692564	0.8547961	0.61007816	0.90457326	0.93792385	0.72791016
steenkool/noun	0.8617464	0.8530726	0.8558825	0.7849005	0.73572725	0.70895565	0.81734467	0.877661	0.90613633	0.8244947	0.90530527	0.9899809	0.94139326	0.96240294	0.8093363	0.77495354	0.8610393	0.88185716	0.8889455	0.79361165	0.802862	0.9275823	0.8207041	0.8939748	0.99264014	0.6879788	0.6761811	0.87698925	0.64498734	0.8334905	0.7116339	0.96984774	0.88211477	0.9260329	0.9406017	0.9590498	0.64315903	0.6794802	0.8198488	0.9339	0.740483	0.5876924	0.8946389	0.93924314	0.84355545	0.883876	0.9203629	0.8748049	0.8645519	0.9332441	0.8831978	0.76385576	0.8370236	0.89982694	0.90928155	0.93135124	0.7027227	0.7606235	0.90506935	0.785182	0.84188616	0.8005134	0.8201582	0.8287464	0.8111973	0.81209433	0.8198747	0.8982233	0.8404268	0.9425122	0.8621404	0.77068657	0.93843764	0.84780896	0.9761336	0.88612735	0.70056725	0.742766	0.91346025	0.8855062	0.967978	0.93050265	0.72351444	0.89854246	0.85915005	0.8713241	0.79883397	0.8640465	0.9706728	0.88293886	0.9122959	0.8599364	0.9128904	0.8101007	0.96582466	0.9218261	0.90437543	0.71223754	0.836447	0.7832683	0.70723987	0.77535594	0.95442027	0.8878612	0.9774995	0.95319605	0.9005469	0.9952549	0.8968707	0.9455	0.7982896	0.7405171	0.8093707	0.8370236	0.958788	0.8539944	0.88211083	0.8802029	0.9489714	0.87896705	0.7241556	0.9578294	0.88965225	0.8731905	0.83332354	0.85911703	0.9508381	0.911858	0.7721556	0.9524715	0.9338188	0.978124	0.92582196	0.83348805	0.7775722	0.8006264	0.9410445	0.87085694	0.7937477	0.9295127	0.97329193	0.8525321	0.89536655	0.75165206	0.94662833	0.9127329	0.865673	0.95057935	0.7979642	0.9455326	0.9077686	0.91353047	0.5887624	0.96361154	0.9243597	0.8002413	0.9527363	0.98012584	0.9831989	0.82148314	0.75148463	0.89433664	0.9507366	0.9186053	0.89402354	0.740024	0.84663546	0.8841018	0.6807582	0.7204279	0.86714494	0.8517506	0.8774054	0.8649779	0.66242445	0.99347264	0.8394488	0.91785413	0.94213486	0.87407106	0.92295504	0.0	0.9688565	0.8602558	0.94266486	0.85472214	0.8529695	0.99725074	0.87053597	0.95755696	0.7944793	0.95392364	0.89906085	0.9388354	0.8505102	0.9226613	0.8603373	0.90122926	0.80472296	0.8464017	0.97326386	0.8601975
