	schielijk/adj	Arafat/name	regel/noun	mogelijk/adj	inmiddels/adv	na/prep	stem/noun	dit/det	dan/adv	beslissing/noun	afgelopen/adj	rechtbank/noun	regering/noun	ijlings/adv	stelling/noun	ontslag/noun	gisteren/adv	beschuldiging/noun	hoewel/comp	of/vg	Bill/name	alles/noun	stellingname/noun	Bush/name	wetswijziging/noun	veiligheidsmaatregel/noun	desnoods/adv	noch/vg	mening/noun	getuigenis/noun	woord/noun	ook/adv	schoon_vader/noun	passage/noun	om/comp	Leterme/name	altijd/adv	al/adv	bezwaar/noun	overigens/adv	verbod/noun	staking/noun	boycot/noun	EADS/name	Lagos/name	echter/adv	vervolgens/adv	wegens/prep	die/det	uitspraak/noun	vonnis/noun	zij/pron	nu/adv	Hof/name	zondag_avond/noun	daarna/pp	Europees/name	bestuur_accoord/noun	Blatter/name	brief/noun	Fortuyn/name	weekeinde/noun	veroordeling/noun	definitief/adj	publiekelijk/adj	plots/adj	hof/noun	snel/adj	daarna/adv	uitdrukkelijk/adj	overname/noun	maar/vg	bevel/noun	woordvoerder/noun	uitslag/noun	oordeel/noun	mededeling/noun	Volkscongres/name	doodvonnis/noun	braaf/adj	om/prep	laat/adj	woensdag/noun	in_vrijheid_stelling/noun	jaar_cijfer/noun	ze/pron	nooit/adv	niet/adv	nadat/comp	regeling/noun	decreet/noun	maandag/noun	weer/adv	Ray/name	vergissing/noun	daarmee/pp	toekenning/noun	vandaag/adv	maatregel/noun	wet/noun	half/adj	omdat/comp	uitgeweken/adj	verhaal/noun	dus/adv	het/det	min/adv	bewering/noun	verdachte/noun	afspraak/noun	Hooggerechtshof/name	intussen/adv	probatie_uitstel/noun	Groen/name	duur_voort/adj	Europese/name	afschaffing/noun	door/prep	besluit/noun	Roe/name	Wahid/name	Lodewijk/name	onder/adv	getuige/noun	al/comp	inderdaad/adv	dat/det	zaterdag/noun	steeds/adv	kamer/noun	minister/noun	formeel/adj	verklaring/noun	bekentenis/noun	aantijging/noun	toen/comp	belofte/noun	geleden/adj	federatie/noun	hij/pron	eerste/num	nieuws/noun	scheidsrechter/noun	NIOD/name	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	bron/noun	plan/noun	schorsing/noun	benoeming/noun	stap/adv	invoering/noun	refs/noun	week/noun	maal/noun	standpunt/noun	zolang/comp	Dierckxsens/name	eventueel/adj	arrest/noun	A./name	patent/noun	richtlijn/noun	onmiddellijk/adj	amnestie_wet/noun	bond/noun	deels/adv	overtuiging/noun	haastig/adj	fatwa/noun	waarschuwing/noun
regering/noun	0.81871367	0.3785869	0.6768519	0.5944571	0.6748808	0.6973772	0.74275506	0.6846274	0.9518337	0.62834704	0.82042027	0.70910275	0.0	0.68447477	0.7427553	0.52391243	0.43315434	0.61459666	0.55575436	0.8497702	0.73621976	0.885061	0.6647105	0.33607256	0.53305876	0.721791	0.5151582	0.5277386	0.69956505	0.74946475	0.84492767	0.8770062	0.9028016	0.7971822	0.43002212	0.5888259	0.84045684	0.8104048	0.44710582	0.50033617	0.46563488	0.69681525	0.62918335	0.7999226	0.7225819	0.41283107	0.8155996	0.668096	0.56880224	0.5896456	0.7240732	0.57010615	0.83954215	0.6150813	0.7037478	0.859632	0.6637688	0.7788152	0.7415176	0.62057745	0.6944679	0.73259556	0.72851706	0.49299908	0.6058366	0.7884155	0.63993025	0.7737726	0.8076484	0.3985616	0.7765087	0.85509074	0.6262469	0.6098156	0.77853984	0.69614553	0.5386169	0.52698207	0.6363487	0.91413975	0.7827203	0.88879395	0.74516606	0.77799743	0.8233651	0.85469985	0.7693018	0.76207405	0.5181861	0.60540974	0.4613508	0.69857144	0.9289118	0.9680555	0.7234896	0.6187444	0.6865131	0.53263175	0.49434364	0.5350354	0.94521195	0.60844743	0.8431092	0.9387152	0.81900895	0.6379354	0.7806528	0.55453455	0.79523516	0.7374712	0.48739576	0.5950874	0.97229075	0.6698975	0.7382706	0.568148	0.58168924	0.5856455	0.4197508	0.8609992	0.44662702	0.9152222	0.7685179	0.7619467	0.8547273	0.77716345	0.71739215	0.8653024	0.74415755	0.9192868	0.23670352	0.30476445	0.67349446	0.80314666	0.570544	0.78826517	0.5810641	0.8556332	0.5183697	0.7012133	0.85570514	0.785557	0.78405416	0.68905246	0.82751256	0.7278602	0.73671865	0.83825445	0.6576916	0.66218126	0.7572893	0.4680699	0.9435035	0.5157938	0.82627046	0.7420938	0.79779696	0.5521332	0.511997	0.94373983	0.5527892	0.69657606	0.84709775	0.77721524	0.5717286	0.6016934	0.6950964	0.53518474	0.7880519	0.7024249	0.60367846	0.6468845	0.4992931
ijlings/adv	0.7023003	0.79237247	0.85843027	0.9072299	0.85851794	0.81827736	0.83781064	0.78722245	0.88540065	0.82502437	0.8410256	0.80801725	0.68447477	0.0	0.8412126	0.69123584	0.6667223	0.7689364	0.78359413	0.96117824	0.75702256	0.87127787	0.7988568	0.645226	0.8251213	0.80993426	0.76698166	0.7566894	0.9168816	0.8212273	0.9084757	0.8816148	0.94871426	0.91215044	0.7796939	0.63788414	0.8533609	0.85056686	0.7686777	0.72520804	0.8258703	0.7604123	0.8196539	0.94255924	0.798024	0.74945223	0.861542	0.88202596	0.6709986	0.8315527	0.8416836	0.77214515	0.8767094	0.8847343	0.9006293	0.8718162	0.91476566	0.92794466	0.6980564	0.62954426	0.7999675	0.85195005	0.8887789	0.782711	0.59989274	0.77309054	0.7908389	0.83999336	0.88524985	0.71229655	0.8680645	0.822766	0.7922051	0.6440176	0.8502487	0.8923838	0.6867308	0.80446756	0.8349354	0.9335208	0.9070387	0.8072626	0.88017416	0.79674697	0.88867867	0.7458336	0.86213577	0.8735879	0.7773866	0.85628635	0.81275403	0.8088536	0.722123	0.9205024	0.811004	0.79173714	0.79485923	0.77276456	0.7731862	0.8241129	0.9421998	0.8790063	0.8148247	0.9689889	0.9306658	0.80477244	0.8933812	0.73576576	0.7947255	0.883269	0.7787412	0.89665467	0.954876	0.60397756	0.78633446	0.8939791	0.837082	0.8218528	0.73129666	0.98646903	0.71181715	0.85367036	0.91075236	0.85736907	0.8977677	0.9048144	0.8673906	0.98732275	0.8278127	0.84323406	0.6515466	0.7186572	0.8190181	0.81575775	0.732046	0.7946054	0.9273663	0.911406	0.79199207	0.6701954	0.8809773	0.7520103	0.8792556	0.73498774	0.90887666	0.7578188	0.8733407	0.9020988	0.7735756	0.8255886	0.87442285	0.86256737	0.8425253	0.7994925	0.8937209	0.8451737	0.9183515	0.83249867	0.83029634	0.9085325	0.85574853	0.7909622	0.92041796	0.91442984	0.88799393	0.82898813	0.886593	0.785529	0.9378893	0.92951304	0.8105619	0.7503908	0.79096466
stelling/noun	0.8359111	0.8028217	0.86259407	0.8510278	0.62689644	0.8342323	0.7757951	0.86834514	0.8620662	0.73399115	0.9416436	0.8237693	0.7427553	0.8412126	0.0	0.77286106	0.6687909	0.6380658	0.8304539	0.88448584	0.9299397	0.82903	0.75839204	0.73254484	0.6358245	0.8993989	0.81646055	0.8238209	0.62928116	0.6883905	0.59575593	0.8318908	0.89225435	0.79193485	0.75690114	0.7308078	0.78354084	0.8817989	0.78058636	0.56898075	0.73777246	0.9339256	0.8307869	0.9554947	0.9829339	0.611436	0.52461785	0.8063003	0.6646799	0.4985758	0.7588117	0.68541056	0.8315224	0.821354	0.6825732	0.60581064	0.8055292	0.91375995	0.7462944	0.71858215	0.59545726	0.8641921	0.7671244	0.8422545	0.6835679	0.8990167	0.674924	0.86318505	0.73795253	0.6868249	0.89049774	0.74182343	0.7135205	0.72731066	0.82349443	0.68170536	0.63326734	0.9227011	0.8160405	0.95494986	0.8619239	0.86324066	0.8335058	0.89982843	0.9318656	0.7618474	0.6954249	0.7556123	0.7243413	0.838899	0.8036591	0.82287985	0.7208947	0.96480054	0.7534191	0.6945287	0.89639413	0.8386367	0.7750498	0.799118	0.8832525	0.69046044	0.8697529	0.8057795	0.7234714	0.85492706	0.7420511	0.57358027	0.8211862	0.8599251	0.80507493	0.76353383	0.9072642	0.69702727	0.7784287	0.85355306	0.8975222	0.69919395	0.803625	0.9284533	0.9049454	0.86429894	0.78144175	0.76804197	0.7899691	0.7830098	0.8183154	0.9939696	0.80468965	0.75535387	0.7490672	0.79639316	0.76036394	0.77465844	0.5614928	0.6823417	0.6852988	0.89803755	0.8344313	0.66694057	0.93621016	0.77163625	0.90024626	0.8436034	0.9390519	0.948534	0.88590854	0.91842633	0.7135493	0.6768781	0.86799026	0.7842035	0.7768083	0.8749275	0.88505507	0.88371086	0.8671171	0.61978614	0.7478257	0.86752665	0.85540617	0.72144485	0.85794365	0.9279556	0.7922512	0.834071	0.8777492	0.7927604	0.8251021	0.697922	0.8336096	0.95714855	0.7983272
ontslag/noun	0.73987764	0.5365615	0.83599985	0.7245071	0.7598847	0.6207544	0.7635113	0.83661205	0.77353024	0.6070056	0.7084416	0.7092947	0.52391243	0.69123584	0.77286106	0.0	0.5326034	0.594919	0.72873926	0.7774803	0.8193995	0.84403944	0.7619225	0.6697796	0.6585076	0.5696795	0.7197144	0.75755966	0.8175918	0.8439493	0.80323875	0.8944035	0.8150569	0.91976756	0.6845844	0.7599433	0.885159	0.76432717	0.56970876	0.6825138	0.60649085	0.47061563	0.48808742	0.6844419	0.80673254	0.6434009	0.72384584	0.5624279	0.8183875	0.66013163	0.7714345	0.69143736	0.78091407	0.780512	0.65342176	0.71454173	0.72223914	0.8817391	0.70129883	0.63352656	0.7995753	0.67077506	0.6540929	0.6848259	0.66447496	0.75516236	0.7795484	0.81696445	0.79330665	0.70753455	0.6309113	0.78371185	0.58738405	0.54452205	0.7407089	0.7894371	0.5918921	0.5664216	0.7478838	0.896506	0.74272907	0.81632954	0.6541443	0.7174016	0.7315932	0.7127253	0.8253655	0.82460785	0.4462613	0.7134727	0.6650039	0.5543853	0.6458919	0.9666792	0.7685237	0.7348763	0.7086127	0.562534	0.5586066	0.8167301	0.75920916	0.677347	0.84335196	0.86767054	0.9162443	0.79970074	0.8346583	0.7791561	0.72880864	0.7129653	0.6975675	0.76273036	0.7449823	0.6988793	0.7991887	0.67416704	0.6558882	0.6078583	0.46482617	0.9848556	0.49519432	0.94711363	0.7598814	0.7222786	0.8385706	0.84667945	0.8560227	0.7825626	0.82147515	0.9549954	0.5320344	0.5406288	0.64914507	0.74081403	0.6798973	0.62548655	0.67254114	0.74052227	0.66921645	0.6325501	0.74390495	0.54815173	0.6905812	0.8337212	0.6757207	0.7554925	0.6692445	0.6862282	0.79645723	0.65444314	0.48381525	0.40878916	0.94641334	0.66535044	0.7947101	0.5281654	0.7845885	0.6427337	0.70678055	0.84726423	0.640681	0.7722707	0.87806785	0.81105936	0.74965584	0.7103441	0.8205129	0.5794951	0.82467765	0.8421131	0.78036773	0.78007984	0.47648036
gisteren/adv	0.7871198	0.5868496	0.8193402	0.7191267	0.6696911	0.6378174	0.6210482	0.73810214	0.93536663	0.4675811	0.80345184	0.5258514	0.43315434	0.6667223	0.6687909	0.5326034	0.0	0.41047627	0.5907208	0.9412891	0.7270219	0.9726863	0.61831033	0.47823596	0.6700427	0.6590482	0.5342102	0.6121722	0.73947144	0.56310874	0.78858936	0.922148	0.8109778	0.70388824	0.74989164	0.6166173	0.88859856	0.86405873	0.508988	0.60021776	0.51472294	0.74969256	0.717334	0.69486177	0.7652595	0.44327027	0.7744891	0.5143392	0.7508393	0.34248322	0.4758972	0.7013097	0.83491325	0.5030039	0.5991441	0.85288185	0.601356	0.9174149	0.65475714	0.5237766	0.80521023	0.6246147	0.46080744	0.58938694	0.56196904	0.75292116	0.4459101	0.87913376	0.7530502	0.509294	0.7297847	0.92127043	0.5446007	0.5127253	0.7334653	0.5022087	0.5048076	0.6596881	0.5867151	0.91721237	0.87046105	0.7868831	0.49958307	0.73644555	0.7654495	0.8957591	0.83907676	0.8854291	0.3866045	0.7612117	0.65195274	0.4658926	0.9108948	0.88078064	0.7513802	0.54626703	0.78287005	0.2704379	0.68839616	0.70338035	0.8804366	0.61598635	0.9423277	0.9062683	0.8352052	0.5263585	0.7576148	0.58125913	0.5728961	0.81279784	0.51399475	0.57230985	0.76678145	0.6806197	0.80531114	0.593107	0.73454016	0.47941488	0.44640678	0.66197133	0.5308442	0.80534256	0.7677705	0.59286416	0.8851216	0.77020323	0.79723513	0.8984284	0.8075598	0.63818014	0.4502321	0.46616662	0.5095891	0.57576096	0.4840181	0.68997246	0.71035206	0.82587576	0.59461987	0.7205616	0.729249	0.717488	0.7817521	0.7736449	0.80445015	0.8221593	0.51260984	0.7790879	0.6359011	0.6748685	0.6531858	0.4313541	0.9548031	0.7473892	0.7766521	0.58388484	0.78993505	0.5801571	0.6040594	0.8574364	0.66616595	0.4610647	0.61407727	0.82684445	0.6466174	0.5517148	0.6590146	0.61838484	0.8065579	0.84147304	0.7414608	0.80898905	0.5293785
beschuldiging/noun	0.8871483	0.60202944	0.83749	0.76507276	0.59968686	0.7822289	0.712479	0.8717803	0.93000233	0.66183245	0.82236016	0.58674216	0.61459666	0.7689364	0.6380658	0.594919	0.41047627	0.0	0.54347754	0.9131074	0.7271328	0.9532965	0.7135283	0.62009025	0.6807573	0.7365645	0.7866762	0.61458313	0.6800039	0.38897532	0.627023	0.898132	0.720811	0.7782451	0.85969067	0.7542674	0.7926419	0.82078904	0.60397637	0.56924576	0.6621095	0.8134436	0.69616354	0.90585357	0.8124231	0.46624744	0.7755329	0.5517393	0.74236465	0.5229944	0.61399734	0.63067853	0.889513	0.77411985	0.7451882	0.88434553	0.8305428	0.95784545	0.4801268	0.53481597	0.80482614	0.75659335	0.50541043	0.8562391	0.5611577	0.78722584	0.5620457	0.92243564	0.86878335	0.68684053	0.81862545	0.83571726	0.56250507	0.61584103	0.8197622	0.6436525	0.6061328	0.75173086	0.6255227	0.95235705	0.9115403	0.8316153	0.7504042	0.75000405	0.9122126	0.86975694	0.6535058	0.781223	0.54394317	0.83821344	0.8176954	0.73770356	0.8827837	0.88902944	0.76944697	0.6998681	0.73809594	0.6884379	0.79031396	0.8062719	0.9311039	0.621848	0.8552267	0.7972398	0.92990905	0.84949136	0.76746	0.4699334	0.4068064	0.85556257	0.7195746	0.6987277	0.67593527	0.7903997	0.71165514	0.8148577	0.8533367	0.63317895	0.6664436	0.78706217	0.6267174	0.84882	0.7763063	0.47298717	0.76816964	0.82314634	0.8667811	0.954462	0.6933683	0.79358554	0.6871414	0.5275017	0.34326178	0.5061445	0.33710158	0.765017	0.70304894	0.83902675	0.730497	0.6551914	0.8065178	0.864504	0.7632199	0.7458165	0.85364187	0.88556623	0.7764605	0.9200721	0.5831684	0.76034874	0.6662731	0.5840297	0.97798556	0.87209964	0.83849347	0.8062718	0.7221749	0.64566755	0.74208677	0.9029185	0.7834352	0.6949205	0.6294005	0.8539914	0.79023135	0.73581785	0.69393235	0.74471086	0.7181739	0.7386473	0.83216906	0.899577	0.5713359
hoewel/comp	0.90203464	0.6358919	0.6257436	0.76571214	0.6748276	0.79645634	0.7135367	0.7561158	0.79849255	0.6219741	0.8647412	0.73275816	0.55575436	0.78359413	0.8304539	0.72873926	0.5907208	0.54347754	0.0	0.82325786	0.7230101	0.85053307	0.7394852	0.62219787	0.6971583	0.8827789	0.721052	0.592476	0.5964445	0.7045953	0.70828205	0.7562183	0.82321614	0.7663836	0.72454786	0.830642	0.6897679	0.7730174	0.60874873	0.40505475	0.6134288	0.79828906	0.73018837	0.9434861	0.6925232	0.37089968	0.8239548	0.6838492	0.6483073	0.71732795	0.75299424	0.5781722	0.7112235	0.7615223	0.72780395	0.8474822	0.7453535	0.7232678	0.72241914	0.6630571	0.7074243	0.76060665	0.7403706	0.6930307	0.6120241	0.864944	0.6974554	0.8548566	0.76364887	0.62648094	0.8008785	0.55244243	0.5756508	0.71045506	0.81248814	0.6599245	0.61619556	0.7403879	0.7426531	0.84985524	0.8338852	0.8004205	0.7859925	0.810326	0.8968122	0.82808477	0.68493146	0.6830892	0.54132986	0.69957423	0.73974967	0.7829901	0.81323564	0.89238393	0.7410625	0.5192275	0.62238586	0.70881635	0.74860317	0.65462136	0.9065552	0.38298213	0.7946742	0.7579626	0.7406359	0.7140945	0.7261397	0.5398406	0.6693293	0.65061164	0.641706	0.64521104	0.84290266	0.84732884	0.7246851	0.7601052	0.7483947	0.63028157	0.6133429	0.87042356	0.73393065	0.9315374	0.847349	0.67542493	0.4556055	0.6442533	0.6957753	0.915639	0.62108487	0.8712196	0.71410716	0.5853944	0.54128975	0.7175884	0.5944593	0.7339705	0.5831027	0.8574713	0.6717522	0.69802165	0.75759673	0.8041352	0.8236282	0.701396	0.87473094	0.88292193	0.7864845	0.8526236	0.63417214	0.76677954	0.8883172	0.6555493	0.9574518	0.70273685	0.8144002	0.76035565	0.74921227	0.6116484	0.49942422	0.9341377	0.69710857	0.74449337	0.8656374	0.742669	0.6552824	0.7435194	0.67832553	0.68264806	0.81900483	0.7299572	0.75553507	0.82462186	0.6198522
of/vg	0.9555231	0.8033741	0.84016794	0.7935104	0.925485	0.766446	0.84121376	0.9544192	0.85198414	0.8386637	0.9716777	0.88321686	0.8497702	0.96117824	0.88448584	0.7774803	0.9412891	0.9131074	0.82325786	0.0	0.82033926	0.8476132	0.8965843	0.92081356	0.8238723	0.7857057	0.58849394	0.8324441	0.76371527	0.8792199	0.8426007	0.8971036	0.89077353	0.9004589	0.8046568	0.9631344	0.8810709	0.94534904	0.817812	0.86274415	0.82518727	0.82679725	0.7540985	0.93399006	0.98034763	0.8342992	0.9147288	0.8243294	0.8176193	0.8789009	0.83468854	0.75470376	0.9427928	0.8435307	0.84312963	0.87794596	0.8739319	0.9168355	0.95395225	0.89673555	0.91242087	0.94481844	0.7410488	0.8608135	0.8482932	0.9105858	0.8893028	0.9365946	0.8307401	0.8645284	0.7033651	0.78604954	0.9057515	0.9529928	0.9052151	0.8729706	0.83301866	0.94958246	0.7864692	0.8892544	0.8475995	0.87111056	0.9484201	0.8050636	0.88559264	0.76598763	0.8206854	0.90895754	0.84968406	0.82624173	0.74001443	0.9344218	0.9409928	0.67485845	0.7767435	0.9280267	0.8129332	0.95779735	0.7021878	0.8217944	0.85422766	0.7680812	0.95885164	0.84944296	0.8679442	0.96512926	0.8929335	0.8886422	0.8344795	0.8299619	0.8685304	0.9465665	0.8826381	0.9119146	0.88282377	0.86669403	0.73615134	0.69584394	0.8008065	1.0	0.9333848	0.93907833	0.72769153	0.82016104	0.8686693	0.8216605	0.83395123	0.9343515	0.9248276	0.80289996	0.9463192	0.85888964	0.8810167	0.8637322	0.9018597	0.8846173	0.8486072	0.93533915	0.79274005	0.8317088	0.9129795	0.9294835	0.91567326	0.9313998	0.6999792	0.8040703	0.9489301	0.8814413	0.9707366	0.8756395	0.84725875	0.88507795	0.9905121	0.88887936	0.92672616	0.93525416	0.96987957	0.85076666	0.82446414	0.9289197	0.71333385	0.8924316	0.9037305	0.8721309	0.87381816	0.79949236	0.94172525	0.8720904	0.81670463	0.7410747	0.8736017	0.8169055	0.7716006
Bill/name	0.90579	0.53691435	0.95913494	0.86885226	0.8488978	0.8709686	0.82759535	0.9329324	0.9895154	0.8901398	0.84381443	0.86554426	0.73621976	0.75702256	0.9299397	0.8193995	0.7270219	0.7271328	0.7230101	0.82033926	0.0	0.992283	0.91919076	0.5090797	0.8600868	0.81312716	0.86667913	0.6976574	0.85237926	0.7164931	0.8459461	0.9793007	0.7458583	0.91578645	0.89063853	0.8014167	0.9011726	0.93707234	0.85575587	0.76975447	0.8645444	0.8485871	0.8093971	0.93118995	0.91168535	0.81486136	0.9188458	0.8393209	0.88224536	0.8588245	0.91081804	0.8195633	0.97759247	0.9195423	0.8354778	0.9561542	0.8879143	0.9406601	0.7914745	0.74878025	0.85586727	0.82814926	0.90119386	0.91878	0.7142076	0.86480534	0.8652762	0.98563313	0.9530101	0.788199	0.92633533	0.93942624	0.74355364	0.65990764	0.87746596	0.905	0.7078774	0.8493365	0.87990093	0.8193765	0.845214	0.92555314	0.84898645	0.9103495	0.88885474	0.9088178	0.8995077	0.94024813	0.737443	0.95035875	0.8721223	0.86499727	0.9355943	0.34227598	0.82306826	0.874599	0.8035753	0.82791346	0.8644882	0.9177609	0.9550437	0.86736935	0.9461548	0.7960059	0.9698623	0.96361685	0.89437544	0.73192036	0.83063173	0.9270109	0.82814467	0.8806492	0.9824104	0.891251	0.89874756	0.8809437	0.91837513	0.78670615	0.7912024	0.9993955	0.8179622	0.88891673	0.7333026	0.8333834	0.9732734	0.8866502	0.96003795	0.85372806	0.8719826	0.9142637	0.73855925	0.7440033	0.7301047	0.82880706	0.67974365	0.7698934	0.801679	0.87300014	0.9004335	0.7833336	0.8966105	0.84668994	0.8752897	0.8458612	0.95345587	0.879991	0.8500777	0.93814147	0.8278271	0.8599283	0.9382629	0.74781096	0.9976171	0.9242406	0.9772749	0.85906404	0.90618646	0.8258295	0.80743045	0.94192463	0.8644881	0.9270022	0.85946804	0.8918844	0.85828507	0.88491607	0.91800195	0.8631756	0.9370047	0.93173605	0.880343	0.9697432	0.73097676
alles/noun	0.87548214	0.8610718	0.8222855	0.7480539	0.92890316	0.97146344	0.8850633	0.8457642	0.5952856	0.8125038	0.9810782	0.9842275	0.885061	0.87127787	0.82903	0.84403944	0.9726863	0.9532965	0.85053307	0.8476132	0.992283	0.0	0.9115331	0.92924666	0.7370614	0.85526425	0.88961387	0.9672915	0.7619921	0.979714	0.9090009	0.70954573	0.818723	0.92990136	0.6926807	0.94794554	0.66174024	0.78904134	0.862556	0.8848845	0.8556827	0.86116505	0.84755045	0.9367998	0.954418	0.77523917	0.7384175	0.9708082	0.77733314	0.95538837	0.9224213	0.79320884	0.590199	0.96774966	0.90893435	0.744296	0.9754414	0.86448544	0.8808437	0.9789314	0.9403599	0.85010767	0.93202096	0.8564065	0.8907737	0.7018466	0.97091794	0.56925607	0.6542466	0.8700571	0.8674012	0.60885406	0.88312733	0.9836816	0.9650634	0.8583936	0.9207808	0.9726359	0.94450927	0.7497895	0.919576	0.906867	0.97737664	0.8894229	0.94103336	0.54400575	0.7884331	0.58793014	0.9511182	0.8571467	0.89553773	0.9728576	0.57189506	0.97797495	0.8082177	0.89544964	0.9143884	0.9594884	0.7444956	0.8598829	0.9816547	0.7788427	0.9262002	0.7914754	0.63244164	0.93470705	0.7789222	0.93994236	0.89716566	0.8355713	0.94319373	0.8661548	0.98307836	0.92346	0.710918	0.96348953	0.9331084	0.9276416	0.85372055	1.0	0.9505647	0.97455615	0.9641953	0.8961412	0.79354227	0.78038293	0.6557123	0.959352	0.80005336	0.9549079	0.9601106	0.90526766	0.84785104	0.9096163	0.9651033	0.8201183	0.8989984	0.9449523	0.9179866	0.75105107	0.9136961	0.85609275	0.9257764	0.9562336	0.9116638	0.9286038	0.97542477	0.9439951	0.8856524	0.71685696	0.93290377	0.9694466	0.5201111	0.8722013	0.8551916	0.9654118	0.93277156	0.7859796	0.8152693	0.99789405	0.8945832	0.92430097	0.9932335	0.8911845	0.8855772	0.8980169	0.9202146	0.85151017	0.91303766	0.77530247	0.84430975	0.94081396	0.9001209
stellingname/noun	0.89468765	0.8134907	0.8345919	0.9044308	0.86366665	0.91875744	0.7323369	0.8404542	0.92467874	0.6194818	0.9600033	0.7178895	0.6647105	0.7988568	0.75839204	0.7619225	0.61831033	0.7135283	0.7394852	0.8965843	0.91919076	0.9115331	0.0	0.64365196	0.8036118	0.84720045	0.7129475	0.81309986	0.5660625	0.8692068	0.87834305	0.85835433	0.8943318	0.89234245	0.8724421	0.8009211	0.7478877	0.9165964	0.61896443	0.68948436	0.6929785	0.8825217	0.7827759	0.8715572	0.9455812	0.6529677	0.89164484	0.78863436	0.6809318	0.52361816	0.6022905	0.8296251	0.8468015	0.5792484	0.9315185	0.94920677	0.6307486	0.90188223	0.8593974	0.8460885	0.6628908	0.8839179	0.6435912	0.6790875	0.7459449	0.9310199	0.65733236	0.9190212	0.8941744	0.70229614	0.8234402	0.76614374	0.78939164	0.7564	0.8394269	0.55702555	0.8188159	0.85828793	0.71529377	0.95001835	0.80028236	0.9046735	0.82437694	0.82945955	0.92182916	0.9348193	0.8246583	0.8255292	0.7542009	0.70313466	0.84690624	0.789065	0.95010626	0.9689121	0.85347587	0.69203174	0.7973063	0.7170823	0.769501	0.81930315	0.9986889	0.74906677	0.86206156	0.9525893	0.87969583	0.6797136	0.84274924	0.6888133	0.82563233	0.80693114	0.5835451	0.75387836	0.7948475	0.6462424	0.85986274	0.66874343	0.79981023	0.6903055	0.64750034	0.7240258	0.80098486	0.918997	0.91527027	0.8482377	0.8217792	0.84776855	0.74391043	0.9476	0.8072753	0.89224875	0.7106226	0.6854522	0.7245073	0.8928817	0.8121965	0.8789497	0.8279739	0.9473089	0.7586568	0.88839054	0.94521034	0.95976746	0.89705765	0.8469563	0.77215624	0.8809116	0.8152239	0.9498979	0.868974	0.7760836	0.8330564	0.72035205	0.9626266	0.8810526	0.84130925	0.8589391	0.9722015	0.4307745	0.70462406	0.95733356	0.88805187	0.5962877	0.9262078	0.84250486	0.753128	0.8768654	0.6898521	0.7538148	0.58674324	0.4753073	0.8184108	0.89427257	0.8099651
Bush/name	0.7489667	0.29532957	0.8661331	0.82351065	0.7597946	0.70592785	0.6613052	0.71254086	0.98019594	0.6780133	0.7713365	0.6691407	0.33607256	0.645226	0.73254484	0.6697796	0.47823596	0.62009025	0.62219787	0.92081356	0.5090797	0.92924666	0.64365196	0.0	0.7188015	0.7568441	0.65079045	0.5485583	0.77210265	0.7765832	0.7690057	0.9327221	0.8883508	0.8125729	0.54997945	0.64221394	0.8313345	0.84520555	0.57031715	0.60268676	0.6756799	0.7311827	0.7710531	0.83029777	0.7990128	0.5419781	0.7829416	0.73030084	0.61649835	0.6298845	0.6950686	0.6326635	0.90154934	0.6903685	0.71740454	0.85237855	0.7488191	0.87546915	0.62505376	0.5906366	0.5900396	0.69296396	0.7349255	0.603418	0.5519248	0.82093394	0.59940535	0.88715917	0.7803302	0.48719668	0.8690556	0.85627663	0.617658	0.6330246	0.70610785	0.76119316	0.5184978	0.6732204	0.61635315	0.91519576	0.83513355	0.81056035	0.7192927	0.86380464	0.79053015	0.8420849	0.7577096	0.83651644	0.53199255	0.82509077	0.6243979	0.7172862	0.8565237	0.84563005	0.69833803	0.6916106	0.76122546	0.6493194	0.712863	0.7311672	0.9309078	0.71624374	0.8260107	0.96686876	0.8194393	0.6749071	0.8079883	0.5365014	0.7575383	0.87559634	0.4832011	0.71678066	0.97331274	0.6058059	0.7822026	0.6659775	0.72828764	0.71585953	0.5771899	0.7923158	0.5182945	0.8976817	0.88481367	0.78397846	0.9168659	0.8476201	0.7713757	0.8131432	0.75088245	0.8737123	0.36325938	0.44240987	0.6534942	0.8163413	0.50965494	0.6912308	0.71234554	0.81756824	0.6797805	0.6516012	0.84051913	0.7405047	0.8301579	0.7077711	0.8842732	0.80533695	0.72010624	0.7884413	0.70650125	0.73972803	0.8471483	0.54892063	0.9553442	0.7789562	0.8573285	0.7419939	0.7979983	0.6314456	0.64494634	0.94482887	0.73469627	0.75849235	0.8368101	0.8937142	0.7858373	0.6242019	0.673226	0.6138989	0.83944595	0.7921661	0.70198536	0.6853282	0.6358062
